ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToPerformingArts_99,Within5Km_100,Within10Km_101,Within20Km_102,DistanceToPopMusicVenue_103,DistanceToCinema_104,Within5Km_105,Within10Km_106,Within20Km_107,DistanceToSauna_108,DistanceToTanningSalon_109,DistanceToAttraction_110,Within10Km_111,Within20Km_112,Within50Km_113,DistanceToFireStation_114
17397,WK169005,WK169005,12.5,0.0,0.1,3.5,12.6,13.4,0.0,0.0,2.1,4.5,12.0,12.3,0.0,5.2,32.9,4.9
17398,BU16900500,BU16900500,12.1,0.0,0.0,3.2,12.1,13.0,0.0,0.0,2.0,4.0,11.6,12.1,0.0,5.0,33.0,5.1
17399,BU16900509,BU16900509,12.7,0.0,0.1,3.7,12.8,13.6,0.0,0.0,2.2,4.7,12.3,12.4,0.1,5.2,32.9,4.8
17400,WK169006,WK169006,10.6,0.0,0.2,3.0,10.6,11.5,0.0,0.1,2.0,6.1,10.1,10.7,0.2,5.2,32.1,5.2
17401,BU16900600,BU16900600,11.1,0.0,0.0,3.0,11.1,12.0,0.0,0.0,2.0,6.3,10.6,11.2,0.0,5.4,31.3,5.6
17402,BU16900609,BU16900609,10.2,0.0,0.5,3.0,10.2,11.1,0.0,0.2,2.0,5.9,9.6,10.2,0.4,5.0,32.8,4.9
17403,WK169007,WK169007,6.6,0.0,2.0,3.0,6.6,7.5,0.0,1.0,2.0,9.1,6.1,5.9,2.0,5.0,32.2,6.7
17404,BU16900700,BU16900700,6.0,0.0,2.0,3.0,6.0,6.8,0.0,1.0,2.0,8.7,5.4,5.6,2.0,5.0,32.0,6.8
17405,BU16900709,BU16900709,7.3,0.0,2.0,3.0,7.3,8.2,0.0,1.0,2.0,9.4,6.7,6.3,2.0,4.9,32.4,6.7
17406,WK169008,WK169008,11.2,0.0,0.1,3.7,12.2,11.7,0.0,0.0,2.8,15.7,11.6,3.0,2.0,5.0,32.1,1.3
17407,BU16900800,BU16900800,11.1,0.0,0.0,3.7,12.1,11.7,0.0,0.0,3.0,15.6,11.6,2.9,2.0,5.0,32.1,0.8
17408,BU16900801,BU16900801,12.2,0.0,0.0,4.0,13.2,12.8,0.0,0.0,3.0,16.7,12.7,4.0,2.0,5.0,31.9,2.1
17409,BU16900802,BU16900802,12.1,0.0,0.0,3.8,14.1,12.0,0.0,0.0,3.0,16.2,11.8,5.4,2.0,5.0,32.5,5.2
17410,BU16900803,BU16900803,9.6,0.0,0.8,3.0,10.7,10.2,0.0,0.4,2.0,16.1,10.3,1.9,1.8,4.0,32.0,2.7
17411,BU16900804,BU16900804,10.6,0.0,0.0,3.0,11.0,11.2,0.0,0.0,2.0,13.8,10.5,2.4,2.0,4.1,31.1,2.5
17412,BU16900809,BU16900809,11.5,0.0,0.3,3.5,12.6,11.9,0.0,0.1,2.5,16.2,11.8,3.5,2.1,4.9,32.1,2.6
17413,WK169009,WK169009,7.3,0.0,1.9,2.2,8.5,7.9,0.0,1.0,1.3,16.8,8.2,4.3,1.9,4.0,31.3,5.5
17414,BU16900900,BU16900900,6.6,0.0,2.0,2.0,7.7,7.2,0.0,1.0,1.0,16.4,7.6,4.6,2.0,4.0,31.5,5.9
17415,BU16900909,BU16900909,8.3,0.0,1.8,2.4,9.4,8.9,0.0,1.0,1.6,17.4,9.1,3.9,1.8,4.0,30.9,5.0
17416,WK169010,WK169010,14.0,0.0,0.0,4.0,15.1,14.5,0.0,0.0,3.0,18.5,14.4,5.7,3.0,6.0,32.4,3.3
17417,BU16901000,BU16901000,13.7,0.0,0.0,4.0,14.7,14.3,0.0,0.0,3.0,18.1,14.1,5.4,3.0,6.0,32.5,3.0
17418,BU16901009,BU16901009,14.9,0.0,0.0,4.0,16.2,15.1,0.0,0.0,3.0,19.6,15.2,6.6,2.9,6.0,31.9,4.5
17419,WK169011,WK169011,7.7,0.0,0.9,3.4,18.9,7.0,0.0,1.0,2.4,19.0,7.2,2.4,2.2,5.8,30.0,1.6
17420,BU16901100,BU16901100,6.9,0.0,1.0,3.2,19.8,6.2,0.0,1.0,2.1,19.4,6.4,2.5,2.0,5.7,29.1,0.8
17421,BU16901101,BU16901101,5.4,0.2,1.0,2.0,21.0,4.7,0.6,1.0,2.0,20.0,4.9,3.8,1.8,5.0,29.9,2.0
17422,BU16901102,BU16901102,9.7,0.0,1.0,4.0,17.8,9.0,0.0,1.0,3.0,18.2,9.2,0.9,3.0,6.0,33.0,2.7
17423,BU16901103,BU16901103,8.5,0.0,1.0,4.0,15.5,8.4,0.0,1.0,3.0,16.0,8.2,2.8,2.0,6.0,31.0,3.7
17424,BU16901104,BU16901104,9.6,0.0,1.0,4.0,14.9,9.5,0.0,1.0,3.0,15.3,9.3,3.3,3.0,6.0,32.0,4.8
17425,BU16901105,BU16901105,9.9,0.0,0.5,4.0,17.7,9.1,0.0,0.7,3.0,19.1,9.3,1.8,2.8,6.0,31.4,2.7
17426,BU16901109,BU16901109,8.3,0.0,0.8,3.7,17.8,7.9,0.1,0.8,2.8,18.1,7.9,3.6,1.8,5.9,30.6,3.6
17427,WK169012,WK169012,10.9,0.0,0.2,3.6,13.0,10.9,0.0,0.2,2.7,13.5,10.5,5.9,1.9,4.9,31.5,3.7
17428,BU16901200,BU16901200,10.8,0.0,0.0,3.9,12.7,10.7,0.0,0.0,3.0,13.1,10.5,5.7,2.0,5.0,31.1,2.8
17429,BU16901201,BU16901201,10.4,0.0,0.1,4.0,13.5,10.3,0.0,0.2,3.0,14.0,10.0,4.7,2.0,5.7,31.8,4.1
17430,BU16901202,BU16901202,10.9,0.0,0.1,3.1,11.0,11.4,0.0,0.0,2.2,11.5,10.4,7.2,1.3,4.5,31.2,3.8
17431,BU16901203,BU16901203,12.1,0.0,0.0,3.6,13.7,12.0,0.0,0.0,3.0,14.4,11.7,6.3,2.0,5.0,32.2,5.7
17432,BU16901209,BU16901209,11.0,0.0,0.5,3.3,13.6,11.1,0.0,0.4,2.3,14.1,10.6,6.1,1.8,4.4,31.8,4.3
17433,WK169013,WK169013,9.0,0.0,0.9,3.0,15.7,8.9,0.0,0.9,2.0,11.9,8.7,9.2,1.0,4.1,32.0,1.8
17434,BU16901300,BU16901300,8.8,0.0,1.0,3.0,15.8,8.7,0.0,1.0,2.0,12.1,8.5,9.1,1.0,4.0,32.0,1.6
17435,BU16901309,BU16901309,10.7,0.0,0.3,3.0,14.2,10.7,0.0,0.4,2.1,10.2,10.4,9.9,0.6,5.0,32.4,3.0
17436,GM0880,GM0880,7.8,0.2,2.0,19.6,8.2,7.9,0.2,2.0,10.8,4.2,4.4,7.3,1.1,7.4,47.8,1.8
17437,WK088000,WK088000,8.4,0.0,2.0,20.4,8.7,8.5,0.0,2.0,11.4,3.2,4.3,7.1,1.0,7.9,47.9,1.4
17438,BU08800000,BU08800000,9.1,0.0,2.5,15.4,9.5,8.9,0.0,2.5,8.8,4.4,5.6,8.3,1.0,6.5,47.0,2.5
17439,BU08800001,BU08800001,7.9,0.0,2.0,24.6,8.2,8.0,0.0,2.0,12.8,3.0,3.7,6.5,1.2,8.7,48.2,0.8
17440,BU08800002,BU08800002,10.2,0.0,0.4,13.7,10.4,10.3,0.0,0.4,7.0,3.5,4.8,8.8,1.0,6.3,46.2,3.6
17441,BU08800003,BU08800003,8.5,0.0,2.0,19.4,8.7,8.6,0.0,2.0,11.3,3.2,4.4,7.1,1.0,7.7,48.1,1.2
17442,BU08800004,BU08800004,8.3,0.0,2.0,20.1,8.5,8.4,0.0,2.0,11.6,2.9,4.2,6.9,1.0,8.1,48.2,1.5
17443,BU08800005,BU08800005,9.1,0.0,2.0,17.2,9.3,9.2,0.0,2.0,11.0,3.8,5.0,7.7,1.0,7.0,47.1,1.5
17444,BU08800009,BU08800009,7.9,0.0,2.4,29.3,7.9,7.8,0.0,2.4,15.0,5.2,5.3,5.0,1.0,8.2,48.8,2.1
17445,WK088001,WK088001,4.0,1.5,2.4,18.9,4.8,3.8,1.5,2.3,9.1,9.5,3.6,7.1,1.7,4.7,48.0,3.8
17446,BU08800100,BU08800100,3.2,2.0,2.0,17.1,4.0,2.9,2.0,2.0,8.0,9.6,2.8,7.5,1.8,4.1,48.0,3.2
17447,BU08800108,BU08800108,5.6,0.4,3.0,23.2,6.2,5.3,0.5,3.0,11.5,9.3,5.1,5.9,1.5,5.4,48.3,4.7
17448,BU08800109,BU08800109,5.7,0.5,3.1,21.0,6.4,5.5,0.6,3.0,11.3,9.2,5.3,6.5,1.4,6.1,47.5,4.9
17449,WK088002,WK088002,6.8,0.4,1.9,11.2,7.7,6.6,0.4,1.9,6.6,7.4,6.2,9.9,0.5,5.0,46.4,3.9
17450,BU08800200,BU08800200,7.4,0.0,2.0,10.3,8.2,7.2,0.0,2.0,6.3,6.4,6.9,10.1,0.4,5.1,46.0,4.5
17451,BU08800201,BU08800201,7.8,0.0,2.0,9.6,8.7,7.6,0.0,2.0,6.0,6.5,7.4,10.4,0.0,5.0,46.0,4.6
17452,BU08800208,BU08800208,10.0,0.0,0.7,10.0,10.8,9.7,0.0,0.7,8.0,7.3,7.9,13.1,0.0,7.8,46.9,0.3
17453,BU08800209,BU08800209,5.3,1.1,1.7,13.3,6.1,5.1,1.1,1.7,7.2,9.3,4.5,9.1,1.1,4.7,47.1,2.8
17454,GM0351,GM0351,8.7,0.0,1.8,15.3,11.0,10.0,0.0,0.6,4.1,10.7,7.6,12.0,0.0,7.3,45.9,1.5
17455,WK035100,WK035100,8.7,0.0,1.8,15.3,11.0,10.0,0.0,0.6,4.1,10.7,7.6,12.0,0.0,7.3,45.9,1.5
17456,BU03510001,BU03510001,8.2,0.0,2.6,15.0,10.3,9.5,0.0,1.3,4.0,10.3,7.0,11.5,0.0,7.0,46.1,2.2
17457,BU03510002,BU03510002,8.2,0.0,2.6,15.5,10.3,9.5,0.0,1.3,4.0,10.3,7.0,11.5,0.0,7.0,46.2,1.3
17458,BU03510003,BU03510003,8.5,0.0,2.0,15.0,10.7,9.8,0.0,0.8,4.0,10.7,7.3,11.8,0.0,7.0,46.0,1.7
17459,BU03510004,BU03510004,8.7,0.0,1.7,14.9,10.9,10.1,0.0,0.4,4.0,10.9,7.5,12.1,0.0,7.0,46.0,0.9
17460,BU03510005,BU03510005,9.2,0.0,1.0,14.8,11.4,10.6,0.0,0.0,4.0,11.4,8.1,12.6,0.0,7.1,45.2,0.7
17461,BU03510006,BU03510006,9.0,0.0,1.2,16.2,11.2,10.4,0.0,0.1,4.0,11.1,7.8,12.4,0.0,7.9,45.9,1.3
17462,BU03510007,BU03510007,9.9,0.0,0.6,16.0,12.1,11.2,0.0,0.0,4.9,10.7,8.7,13.1,0.0,8.5,46.0,1.7
17463,BU03510008,BU03510008,10.2,0.0,0.0,16.0,12.4,11.6,0.0,0.0,5.0,10.8,9.1,12.7,0.0,9.0,45.9,2.1
17464,BU03510009,BU03510009,10.2,0.0,0.8,16.3,11.0,10.3,0.0,0.2,4.6,11.2,9.0,11.3,0.0,6.5,44.5,3.0
17465,BU03510010,BU03510010,7.8,0.0,3.6,15.9,10.0,9.2,0.0,1.4,4.0,10.0,6.6,11.2,0.1,7.3,46.2,2.7
17466,BU03510011,BU03510011,7.9,0.0,1.7,15.0,11.8,10.9,0.0,0.3,4.2,10.5,7.0,11.5,0.1,8.4,44.9,3.2
17467,BU03510012,BU03510012,9.8,0.0,0.4,14.6,14.5,10.6,0.0,0.3,4.9,8.8,9.5,11.9,0.1,8.8,45.3,3.2
17468,GM0479,GM0479,4.6,1.1,3.5,44.0,5.5,5.1,1.0,1.9,17.0,3.6,2.2,5.4,1.8,11.1,53.7,1.6
17469,WK047911,WK047911,1.3,2.0,7.5,59.4,1.3,1.5,2.0,2.6,19.1,1.1,1.1,4.7,1.1,13.3,59.8,1.3
17470,BU04791110,BU04791110,3.8,2.9,11.3,58.3,3.8,4.0,1.4,6.7,18.9,3.5,2.6,7.1,1.9,13.4,58.5,2.8
17471,BU04791120,BU04791120,1.6,2.0,9.3,59.7,1.6,1.8,2.0,2.8,18.6,1.4,1.0,5.0,1.1,13.4,60.0,1.5
17472,BU04791130,BU04791130,0.8,2.0,5.5,59.2,0.8,0.9,2.0,2.0,19.6,0.6,1.1,4.3,1.0,13.3,59.8,1.0
17473,WK047912,WK047912,2.2,2.5,10.7,58.9,2.2,2.4,2.0,5.0,18.6,2.1,1.2,5.4,1.5,13.8,59.6,1.5
17474,BU04791210,BU04791210,2.2,2.5,10.7,58.9,2.2,2.4,2.0,5.0,18.6,2.1,1.2,5.4,1.5,13.8,59.6,1.5
17475,WK047913,WK047913,2.0,2.0,5.2,55.6,2.0,2.0,2.0,2.0,18.2,2.1,1.6,5.0,1.0,12.1,59.1,1.8
17476,BU04791310,BU04791310,2.3,2.0,6.1,55.0,2.3,2.3,2.0,2.0,18.0,2.3,1.7,5.3,1.0,12.5,59.3,2.0
17477,BU04791320,BU04791320,1.8,2.0,4.3,56.1,1.8,1.7,2.0,2.0,18.4,2.0,1.5,4.6,1.0,11.8,58.8,1.7
17478,WK047914,WK047914,1.1,2.0,3.5,57.0,1.1,0.9,2.0,2.0,19.5,1.4,1.5,3.2,1.0,11.4,58.3,1.0
17479,BU04791410,BU04791410,1.1,2.0,3.5,57.0,1.1,0.9,2.0,2.0,19.5,1.4,1.5,3.2,1.0,11.4,58.3,1.0
17480,WK047915,WK047915,3.1,2.0,3.0,48.3,3.1,2.9,2.0,2.0,19.0,3.5,2.5,1.8,1.0,10.1,55.9,1.4
17481,BU04791510,BU04791510,3.3,2.0,3.0,48.0,3.3,3.1,2.0,2.0,19.0,3.7,2.7,1.7,1.0,9.9,55.5,1.6
17482,BU04791520,BU04791520,2.7,2.0,3.0,48.8,2.7,2.6,2.0,2.0,19.0,3.1,2.1,1.8,1.0,10.8,56.8,1.0
17483,WK047916,WK047916,4.9,1.2,2.1,46.6,4.9,4.7,0.8,2.2,18.9,5.2,4.3,1.8,1.0,9.5,53.1,2.7
17484,BU04791610,BU04791610,4.9,1.2,2.1,46.9,4.9,4.7,0.9,2.2,19.0,5.2,4.3,1.7,1.0,9.5,53.2,2.8
17485,BU04791620,BU04791620,5.6,1.3,2.1,42.3,5.6,5.4,0.7,2.2,17.6,5.0,4.3,2.6,1.0,9.5,52.7,1.8
17486,WK047921,WK047921,1.0,2.0,3.2,59.4,1.3,1.0,2.0,2.0,20.0,1.4,1.4,4.9,1.0,13.1,57.9,1.7
17487,BU04792110,BU04792110,2.0,2.0,3.1,59.6,2.3,1.7,2.0,2.0,19.4,2.4,2.4,5.9,1.0,12.3,58.0,2.4
17488,BU04792120,BU04792120,2.7,2.0,4.5,59.9,3.1,2.4,2.0,2.0,19.3,3.2,2.8,6.6,1.0,12.9,57.8,2.8
17489,BU04792130,BU04792130,0.8,2.0,3.0,57.8,1.2,1.2,2.0,2.0,19.8,1.3,1.3,4.8,1.0,12.2,57.8,1.9
17490,BU04792140,BU04792140,0.5,2.0,3.3,60.1,0.8,0.6,2.0,2.0,20.5,0.9,0.9,4.4,1.0,13.9,58.0,1.2
17491,WK047922,WK047922,1.5,2.0,3.0,54.4,1.7,1.6,2.0,2.0,19.6,1.9,1.0,3.2,1.0,11.3,57.0,0.9
17492,BU04792210,BU04792210,1.0,2.0,3.0,56.3,1.3,1.2,2.0,2.0,19.9,1.4,0.5,3.5,1.0,11.7,57.6,0.7
17493,BU04792220,BU04792220,1.6,2.0,3.0,55.1,1.8,1.4,2.0,2.0,19.9,2.0,1.3,3.9,1.0,12.4,56.5,1.2
17494,BU04792230,BU04792230,2.2,2.0,3.0,51.2,2.5,2.4,2.0,2.0,19.0,2.6,1.6,2.6,1.0,10.5,56.1,1.2
17495,WK047923,WK047923,3.7,1.7,2.7,53.4,4.1,3.4,1.8,2.0,20.0,4.2,1.3,6.7,1.0,11.0,53.4,2.0
17496,BU04792310,BU04792310,3.0,2.0,3.0,55.0,3.3,2.7,2.0,2.0,20.3,3.4,0.9,6.9,1.0,12.1,54.7,1.1
17497,BU04792320,BU04792320,4.1,1.6,2.5,52.5,4.5,3.8,1.7,2.0,19.8,4.6,1.5,6.7,1.0,10.5,52.7,2.4
17498,WK047931,WK047931,3.2,2.0,2.8,50.9,3.5,3.4,2.0,2.0,19.2,3.6,2.6,2.5,1.0,10.1,55.1,1.3
17499,BU04793110,BU04793110,3.2,2.0,2.8,50.9,3.5,3.4,2.0,2.0,19.2,3.6,2.6,2.5,1.0,10.1,55.1,1.3
17500,WK047932,WK047932,5.8,0.0,2.0,52.3,6.1,5.6,0.0,2.0,20.0,6.2,3.3,5.0,1.0,12.1,52.1,2.1
17501,BU04793210,BU04793210,5.8,0.0,2.0,52.3,6.1,5.6,0.0,2.0,20.0,6.2,3.3,5.0,1.0,12.1,52.1,2.1
17502,WK047941,WK047941,4.8,1.4,2.0,51.3,5.0,4.9,1.1,2.0,19.6,5.0,4.1,3.2,1.0,11.0,52.8,0.8
17503,BU04794110,BU04794110,4.8,1.4,2.0,51.3,5.0,4.9,1.1,2.0,19.6,5.0,4.1,3.2,1.0,11.0,52.8,0.8
17504,WK047942,WK047942,5.9,0.1,2.0,46.6,6.1,6.0,0.1,2.0,19.1,6.3,5.3,4.7,1.0,9.9,50.5,1.8
17505,BU04794210,BU04794210,5.3,0.3,2.0,51.7,5.5,5.4,0.3,2.0,19.9,5.7,4.7,4.1,1.0,11.0,52.5,1.2
17506,BU04794220,BU04794220,6.3,0.0,2.0,42.6,6.6,6.4,0.0,2.0,18.5,6.7,5.7,5.1,1.0,9.1,49.0,2.2
17507,WK047951,WK047951,7.8,0.0,2.4,29.6,8.0,7.9,0.0,1.9,14.5,2.8,2.4,6.4,1.9,9.4,48.2,1.4
17508,BU04795110,BU04795110,6.3,0.0,2.0,40.6,6.6,6.4,0.0,2.0,17.8,3.7,3.4,4.9,1.7,10.0,48.9,1.6
17509,BU04795120,BU04795120,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
17510,BU04795130,BU04795130,8.2,0.0,2.8,26.0,8.4,8.2,0.0,2.0,13.4,2.4,1.9,6.8,2.0,9.1,48.0,1.1
17511,BU04795140,BU04795140,9.3,0.0,2.0,18.7,9.5,9.4,0.0,2.0,11.9,1.9,3.4,7.9,1.1,9.0,47.0,2.7
17512,BU04795150,BU04795150,11.1,0.0,0.0,14.0,11.4,11.2,0.0,0.0,8.0,2.9,3.4,9.8,0.9,8.5,47.0,2.7
17513,BU04795160,BU04795160,9.8,0.0,1.6,19.5,10.1,9.9,0.0,1.1,11.0,2.3,2.0,8.5,2.0,9.4,47.5,1.3
17514,WK047961,WK047961,8.1,0.0,2.4,23.1,9.9,9.7,0.0,1.5,11.6,3.1,0.6,7.2,3.8,9.0,47.1,1.0
17515,BU04796110,BU04796110,8.1,0.0,3.0,24.4,9.5,9.4,0.0,2.0,13.5,2.7,0.6,7.3,3.8,10.1,47.5,0.9
17516,BU04796120,BU04796120,8.4,0.0,2.6,22.5,9.8,9.7,0.0,1.6,11.6,2.9,0.5,7.3,3.5,8.9,47.0,1.0
17517,BU04796130,BU04796130,7.9,0.0,2.3,23.6,10.0,9.9,0.0,1.4,11.1,3.3,0.7,7.1,4.0,8.9,47.0,1.0
17518,BU04796140,BU04796140,8.0,0.0,1.6,21.1,10.3,10.1,0.0,0.6,9.4,3.4,0.6,7.1,4.0,7.8,47.0,0.8
17519,WK047962,WK047962,7.9,0.0,1.3,16.8,11.0,10.2,0.0,0.4,8.2,4.1,1.5,6.7,3.6,7.3,46.8,1.0
17520,BU04796210,BU04796210,7.4,0.0,1.5,18.7,11.1,9.9,0.0,0.8,8.8,4.3,1.5,6.6,4.0,7.7,47.0,0.9
17521,BU04796220,BU04796220,7.6,0.0,1.2,17.4,11.0,10.1,0.0,0.4,8.1,4.1,1.3,6.8,4.0,7.2,47.0,0.5
17522,BU04796230,BU04796230,9.0,0.0,1.0,13.0,11.5,10.7,0.0,0.1,8.0,4.5,2.1,5.6,2.3,7.4,47.0,2.2
17523,BU04796240,BU04796240,9.0,0.0,1.0,14.1,10.8,10.7,0.0,0.0,7.4,3.9,1.5,6.9,2.6,7.0,46.1,1.6
17524,WK047971,WK047971,7.9,0.0,2.5,25.5,10.5,8.4,0.0,1.6,12.3,7.1,4.9,7.1,2.8,12.2,50.7,1.2
17525,BU04797110,BU04797110,8.5,0.0,2.7,33.1,9.8,8.3,0.0,2.1,14.7,8.1,6.4,7.4,2.2,12.6,51.4,2.7
17526,BU04797120,BU04797120,7.8,0.0,2.4,23.9,10.6,8.4,0.0,1.5,11.8,6.9,4.6,7.1,2.9,12.1,50.6,0.8
17527,BU04797130,BU04797130,5.4,0.3,2.8,16.6,13.0,5.5,0.2,1.1,7.6,7.7,4.7,4.1,2.6,11.5,50.4,3.8
17528,WK047972,WK047972,7.3,0.0,1.9,25.9,10.8,10.0,0.0,0.6,14.0,4.8,2.4,7.7,3.9,11.0,49.9,2.2
17529,BU04797210,BU04797210,7.6,0.0,1.4,27.2,10.4,10.1,0.0,0.3,14.1,4.7,2.4,8.1,4.0,11.3,50.2,2.5
17530,BU04797220,BU04797220,8.2,0.0,2.9,25.6,9.8,9.6,0.0,1.9,14.6,3.7,1.5,7.6,3.9,11.9,50.1,1.9
17531,BU04797230,BU04797230,7.0,0.0,2.0,25.2,11.1,9.9,0.0,0.6,13.9,5.1,2.5,7.5,3.9,10.8,49.7,2.2
17532,WK047981,WK047981,6.8,0.3,2.6,45.7,7.0,6.6,0.4,2.0,19.3,6.0,4.9,7.7,1.1,12.8,53.5,3.6
17533,BU04798110,BU04798110,5.2,0.8,2.0,51.9,5.5,4.8,0.8,2.0,19.8,5.6,4.7,9.0,1.0,13.1,55.6,3.7
17534,BU04798120,BU04798120,4.8,0.9,2.4,54.1,5.1,4.5,1.2,2.0,20.6,5.2,4.0,8.7,1.0,12.1,54.8,3.1
17535,BU04798130,BU04798130,6.8,0.0,2.4,44.6,7.1,6.5,0.0,2.0,19.5,6.7,5.5,7.7,1.1,12.3,52.2,4.2
17536,BU04798140,BU04798140,8.0,0.0,3.0,41.0,8.3,8.0,0.0,2.0,18.7,6.3,5.3,6.9,1.1,13.4,53.0,3.7
17537,BU04798150,BU04798150,9.9,0.0,1.0,22.9,10.1,10.0,0.0,1.1,12.7,8.2,7.2,8.7,1.0,10.0,49.4,5.6
17538,GM0297,GM0297,5.4,0.6,0.7,5.4,17.0,14.4,0.0,0.0,2.4,16.0,10.8,8.5,0.7,4.4,50.1,1.7
17539,WK029700,WK029700,1.3,1.0,1.0,5.0,14.6,14.6,0.0,0.0,2.0,15.7,13.8,7.3,1.0,3.8,50.9,1.1
17540,BU02970000,BU02970000,0.4,1.0,1.0,4.9,15.5,15.5,0.0,0.0,2.0,16.6,14.5,8.2,1.0,3.0,48.2,1.7
17541,BU02970001,BU02970001,1.0,1.0,1.0,5.0,14.6,14.6,0.0,0.0,2.0,15.7,14.1,7.3,1.0,3.9,51.7,0.9
17542,BU02970002,BU02970002,1.9,1.0,1.0,5.0,14.7,14.7,0.0,0.0,2.0,15.8,13.2,7.4,1.0,3.7,50.1,0.8
17543,BU02970007,BU02970007,1.9,1.0,1.0,5.0,13.6,13.7,0.0,0.0,2.0,14.8,13.3,6.4,1.0,4.4,52.7,1.0
17544,BU02970008,BU02970008,2.3,1.0,1.0,5.4,15.2,15.3,0.0,0.0,2.2,16.4,14.9,8.0,1.0,3.4,49.3,3.2
17545,BU02970009,BU02970009,1.9,1.0,1.0,5.0,14.9,15.0,0.0,0.0,2.0,16.0,13.2,7.6,1.0,3.3,49.8,1.2
17546,WK029701,WK029701,11.2,0.0,0.2,5.2,22.4,12.9,0.0,0.0,2.5,17.5,6.8,11.7,0.0,5.6,49.6,2.5
17547,BU02970100,BU02970100,10.9,0.0,0.0,4.0,24.8,11.0,0.0,0.0,2.0,19.9,8.7,10.7,0.0,5.0,50.2,0.9
17548,BU02970101,BU02970101,14.3,0.0,0.0,4.8,24.7,11.5,0.0,0.0,2.0,19.3,8.0,14.2,0.0,5.0,49.0,3.6
17549,BU02970102,BU02970102,11.1,0.0,0.0,7.1,19.2,15.1,0.0,0.0,3.7,14.1,3.7,10.9,0.0,6.1,48.5,3.5
17550,BU02970103,BU02970103,9.2,0.0,1.0,5.0,21.2,14.0,0.0,0.0,2.0,17.1,6.7,12.5,0.0,6.2,51.0,3.5
17551,BU02970104,BU02970104,11.9,0.0,0.0,7.8,18.5,15.8,0.0,0.0,4.0,13.0,4.4,10.4,0.2,5.4,46.5,3.1
17552,BU02970105,BU02970105,11.5,0.0,0.1,6.6,20.0,15.0,0.0,0.0,3.1,15.0,4.7,11.6,0.0,6.2,48.0,3.4
17553,BU02970106,BU02970106,14.2,0.0,0.0,4.9,24.7,11.2,0.0,0.1,2.0,18.8,7.5,14.3,0.0,5.3,49.2,3.5
17554,BU02970107,BU02970107,11.5,0.0,0.0,4.4,24.2,11.7,0.0,0.0,2.0,19.1,7.9,11.6,0.0,5.1,49.3,1.0
17555,BU02970108,BU02970108,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
17556,BU02970109,BU02970109,9.2,0.0,0.8,5.1,21.1,14.3,0.0,0.0,2.1,17.2,6.6,12.2,0.0,6.1,50.9,3.4
17557,WK029702,WK029702,5.0,0.6,1.0,6.1,15.5,15.3,0.0,0.0,2.8,16.0,10.8,7.0,0.9,4.1,49.6,2.2
17558,BU02970200,BU02970200,6.2,0.0,1.0,6.0,12.9,13.0,0.0,0.0,2.0,13.9,10.9,4.3,1.0,4.0,50.0,3.1
17559,BU02970201,BU02970201,4.3,1.0,1.0,5.2,13.1,13.2,0.0,0.0,2.0,14.2,12.5,4.7,1.0,4.0,51.5,2.9
17560,BU02970202,BU02970202,8.3,0.0,1.0,6.0,14.7,14.8,0.0,0.0,2.6,13.0,8.5,6.3,1.0,4.0,48.5,1.9
17561,BU02970203,BU02970203,4.1,1.0,1.0,6.6,16.7,16.7,0.0,0.0,3.0,17.4,10.7,8.1,1.0,4.0,48.8,1.1
17562,BU02970204,BU02970204,6.3,0.0,1.0,6.2,19.1,17.0,0.0,0.0,3.9,18.8,9.9,10.4,0.0,4.9,48.5,3.5
17563,BU02970207,BU02970207,8.2,0.0,0.9,6.7,14.8,14.9,0.0,0.0,2.8,13.5,8.7,6.4,1.0,4.4,48.8,2.3
17564,BU02970208,BU02970208,4.7,0.5,1.0,5.6,12.5,12.5,0.0,0.0,2.0,13.6,11.6,4.4,1.1,4.1,51.6,2.9
17565,BU02970209,BU02970209,5.2,0.3,1.0,6.3,17.5,16.8,0.0,0.0,3.5,17.6,10.1,9.0,0.7,4.2,48.6,2.2
17566,WK029703,WK029703,10.4,0.0,0.1,6.8,15.8,15.9,0.0,0.0,3.8,11.2,7.3,7.9,1.0,5.2,47.7,0.8
17567,BU02970300,BU02970300,10.4,0.0,0.1,6.8,15.8,15.8,0.0,0.0,3.7,11.2,7.3,7.8,1.0,5.2,47.6,0.7
17568,BU02970301,BU02970301,12.2,0.0,0.0,7.0,16.6,16.6,0.0,0.0,3.0,9.9,7.6,9.2,1.0,4.4,46.0,2.9
17569,BU02970309,BU02970309,10.5,0.0,0.0,6.7,16.0,16.0,0.0,0.0,3.9,11.1,7.3,8.0,1.0,5.0,47.8,0.8
17570,GM0473,GM0473,8.3,0.0,4.5,11.2,8.7,8.5,0.0,1.2,4.4,8.9,1.3,7.6,4.1,9.2,48.7,1.0
17571,WK047301,WK047301,9.0,0.0,3.6,10.9,9.4,9.2,0.0,1.0,4.0,9.7,1.5,8.3,3.5,8.5,46.6,0.8
17572,BU04730101,BU04730101,9.0,0.0,4.0,11.0,9.3,9.2,0.0,1.0,4.4,9.6,0.9,8.3,3.4,8.9,46.4,1.2
