ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToLargeSupermarket_24,Within1Km_25,Within3Km_26,Within5Km_27,DistanceToShopForOtherDailyFood_28,DistanceToDepartmentStore_32,Within5Km_33,Within10Km_34,Within20Km_35,DistanceToCafeEtc_36,Within1Km_37,Within3Km_38,Within5Km_39,DistanceToCafeteriaEtc_40,Within1Km_41,Within3Km_42,Within5Km_43
1795,BU0363TM02,BU0363TM02,0.9,0.5,3.9,13.0,0.8,4.5,1.6,6.4,32.4,1.6,0.0,2.5,4.8,       .,       .,       .,       .
1796,BU0363TM03,BU0363TM03,1.2,0.4,2.9,11.9,1.1,4.5,1.1,6.9,31.8,2.5,0.0,2.0,5.4,       .,       .,       .,       .
1797,BU0363TM04,BU0363TM04,1.0,0.5,3.6,12.7,0.9,4.6,1.9,6.4,32.1,1.6,0.0,2.5,4.9,       .,       .,       .,       .
1798,GM0200,GM0200,0.9,1.5,11.1,25.7,0.8,2.3,2.8,4.4,9.9,1.5,2.3,17.6,37.0,       .,       .,       .,       .
1799,WK020001,WK020001,0.4,3.2,20.3,36.8,0.3,0.6,3.8,5.0,9.9,0.3,22.3,41.8,48.0,       .,       .,       .,       .
1800,BU02000101,BU02000101,0.4,3.5,20.0,36.5,0.2,0.6,3.7,5.0,9.8,0.2,25.7,41.8,48.0,       .,       .,       .,       .
1801,BU02000102,BU02000102,0.4,2.5,21.2,37.7,0.4,0.8,4.0,5.0,10.0,0.5,12.5,42.0,48.0,       .,       .,       .,       .
1802,WK020002,WK020002,0.6,1.6,13.4,28.4,0.5,2.1,2.6,4.6,9.0,1.3,2.9,34.5,45.8,       .,       .,       .,       .
1803,BU02000201,BU02000201,0.4,3.6,19.3,33.9,0.3,1.1,3.0,5.0,9.0,0.4,15.6,41.9,47.3,       .,       .,       .,       .
1804,BU02000202,BU02000202,0.4,1.9,15.2,33.1,0.4,1.5,3.0,5.0,9.0,0.9,9.0,37.9,47.1,       .,       .,       .,       .
1805,BU02000203,BU02000203,0.6,1.3,11.7,29.0,0.5,2.0,2.9,5.0,9.0,1.2,0.4,35.6,46.1,       .,       .,       .,       .
1806,BU02000204,BU02000204,1.3,0.1,8.8,23.0,0.9,2.8,2.6,5.0,9.0,1.9,0.0,29.9,42.6,       .,       .,       .,       .
1807,BU02000205,BU02000205,0.5,2.0,15.3,30.3,0.5,1.9,2.9,4.5,9.0,1.1,0.7,40.0,46.5,       .,       .,       .,       .
1808,BU02000206,BU02000206,0.6,1.1,11.7,24.8,0.6,2.7,2.0,4.0,9.0,1.9,0.0,27.0,45.1,       .,       .,       .,       .
1809,BU02000207,BU02000207,2.0,0.0,2.9,17.3,1.6,3.5,1.2,5.0,9.0,2.8,0.0,6.1,38.5,       .,       .,       .,       .
1810,WK020003,WK020003,0.8,1.1,12.0,26.3,0.9,2.2,2.5,4.0,8.5,0.8,1.3,18.5,41.7,       .,       .,       .,       .
1811,BU02000301,BU02000301,0.9,1.2,4.0,18.6,0.9,3.5,1.9,4.0,7.4,0.9,0.6,2.6,31.6,       .,       .,       .,       .
1812,BU02000302,BU02000302,1.7,0.0,2.1,12.6,1.7,4.4,1.0,4.0,7.5,1.7,0.0,1.0,10.7,       .,       .,       .,       .
1813,BU02000303,BU02000303,0.4,1.2,20.0,33.1,1.1,1.3,3.0,4.0,9.0,0.7,2.0,43.5,46.9,       .,       .,       .,       .
1814,BU02000304,BU02000304,0.8,1.1,17.1,31.9,0.9,1.3,3.0,4.0,9.0,0.8,1.7,29.5,47.2,       .,       .,       .,       .
1815,BU02000305,BU02000305,0.9,0.7,15.4,29.8,0.5,1.4,3.0,4.0,9.0,0.8,2.1,15.2,47.5,       .,       .,       .,       .
1816,BU02000306,BU02000306,0.5,2.0,7.9,22.7,0.4,2.7,2.0,4.0,8.3,0.6,1.0,6.5,45.5,       .,       .,       .,       .
1817,BU02000307,BU02000307,1.0,0.8,18.2,26.7,1.3,1.9,2.0,4.0,9.0,1.2,0.1,38.4,45.9,       .,       .,       .,       .
1818,BU02000308,BU02000308,1.1,0.3,5.0,19.4,0.5,3.2,2.0,4.0,8.1,1.2,0.1,4.5,31.0,       .,       .,       .,       .
1819,BU02000309,BU02000309,0.9,0.7,19.5,30.1,1.4,1.8,2.7,4.0,9.0,1.1,0.0,43.8,46.7,       .,       .,       .,       .
1820,BU02000310,BU02000310,1.1,0.0,8.0,22.0,1.0,2.8,2.0,4.0,9.0,1.2,0.0,6.0,45.0,       .,       .,       .,       .
1821,BU02000311,BU02000311,2.0,0.0,4.9,20.2,1.4,3.1,2.2,4.0,8.9,2.0,0.0,4.9,25.4,       .,       .,       .,       .
1822,WK020004,WK020004,0.5,3.4,15.9,34.1,0.6,1.1,3.5,4.0,9.6,0.5,3.3,25.2,48.0,       .,       .,       .,       .
1823,BU02000401,BU02000401,0.6,2.7,18.4,37.2,0.6,1.1,4.0,4.0,9.7,0.5,3.2,42.7,47.9,       .,       .,       .,       .
1824,BU02000402,BU02000402,0.5,5.0,18.1,36.3,0.4,0.5,3.6,4.0,9.2,0.4,5.5,34.0,48.2,       .,       .,       .,       .
1825,BU02000403,BU02000403,0.4,4.9,16.1,36.6,0.7,1.0,3.8,4.0,9.9,0.4,3.3,21.1,48.3,       .,       .,       .,       .
1826,BU02000404,BU02000404,0.4,1.9,13.2,29.5,0.3,1.2,3.0,4.0,9.7,0.4,2.6,12.9,48.3,       .,       .,       .,       .
1827,BU02000405,BU02000405,0.4,1.8,12.8,29.6,1.0,1.7,3.0,4.0,9.9,1.0,1.0,10.0,48.0,       .,       .,       .,       .
1828,BU02000406,BU02000406,1.3,0.1,9.6,26.0,1.3,2.3,2.9,4.0,9.8,1.3,0.2,8.8,41.5,       .,       .,       .,       .
1829,BU02000407,BU02000407,0.7,3.1,16.2,37.5,0.8,1.4,4.0,4.0,10.0,0.7,2.7,24.7,48.0,       .,       .,       .,       .
1830,BU02000408,BU02000408,0.9,0.9,10.5,26.4,1.6,2.3,3.0,4.0,10.0,1.7,0.0,8.5,40.8,       .,       .,       .,       .
1831,BU02000409,BU02000409,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1832,WK020005,WK020005,0.8,1.2,9.1,25.2,0.8,1.5,3.0,4.0,10.5,1.6,0.2,4.1,30.9,       .,       .,       .,       .
1833,BU02000501,BU02000501,0.6,1.2,13.7,31.9,0.6,2.3,3.7,4.0,10.8,1.2,0.2,8.4,47.5,       .,       .,       .,       .
1834,BU02000502,BU02000502,0.6,1.0,13.6,33.9,0.6,2.0,4.0,4.0,11.0,0.6,0.9,9.7,47.0,       .,       .,       .,       .
1835,BU02000503,BU02000503,0.9,1.3,7.0,23.2,0.9,1.1,3.1,4.0,10.4,1.5,0.2,1.8,28.5,       .,       .,       .,       .
1836,BU02000504,BU02000504,0.9,1.3,5.6,18.3,0.9,1.0,2.0,4.0,10.2,2.2,0.0,1.0,12.4,       .,       .,       .,       .
1837,BU02000505,BU02000505,0.9,0.7,8.1,21.9,0.9,1.5,2.5,4.0,10.4,2.4,0.0,2.1,22.9,       .,       .,       .,       .
1838,BU02000506,BU02000506,0.7,1.8,9.0,26.9,0.6,1.0,3.8,4.0,10.5,1.2,0.3,3.4,39.7,       .,       .,       .,       .
1839,BU02000507,BU02000507,1.1,0.5,18.3,37.8,0.2,2.2,4.0,4.0,10.1,1.3,0.1,39.0,48.0,       .,       .,       .,       .
1840,BU02000508,BU02000508,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1841,WK020006,WK020006,1.0,0.8,10.3,29.2,1.0,2.5,3.6,4.9,10.9,1.8,0.2,13.4,42.7,       .,       .,       .,       .
1842,BU02000601,BU02000601,0.9,1.3,23.0,36.6,0.8,1.8,4.0,4.8,10.7,1.2,0.8,42.4,47.4,       .,       .,       .,       .
1843,BU02000602,BU02000602,1.1,0.3,12.4,34.5,0.5,2.2,4.0,5.3,11.0,1.4,0.0,26.0,46.3,       .,       .,       .,       .
1844,BU02000603,BU02000603,0.8,1.1,6.7,25.5,0.9,2.6,3.3,5.2,11.0,1.9,0.0,1.9,39.8,       .,       .,       .,       .
1845,BU02000604,BU02000604,1.0,0.7,5.1,26.4,1.2,3.3,3.3,5.0,11.0,2.5,0.0,2.7,40.7,       .,       .,       .,       .
1846,BU02000605,BU02000605,1.5,0.0,7.6,26.8,1.5,1.9,3.6,4.0,11.0,1.7,0.0,2.2,42.8,       .,       .,       .,       .
1847,BU02000606,BU02000606,1.7,0.0,7.2,30.1,1.6,2.7,4.0,4.0,11.0,0.5,1.0,2.1,44.1,       .,       .,       .,       .
1848,BU02000607,BU02000607,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1849,BU02000608,BU02000608,1.4,0.0,4.9,20.8,1.5,3.0,3.0,5.0,11.0,2.3,0.0,1.0,36.1,       .,       .,       .,       .
1850,WK020007,WK020007,0.9,1.0,11.5,26.0,0.8,1.5,2.9,5.7,10.4,1.5,0.3,12.0,39.0,       .,       .,       .,       .
1851,BU02000701,BU02000701,1.2,0.2,21.4,36.2,0.5,1.6,4.0,5.1,10.4,0.6,1.1,39.5,47.2,       .,       .,       .,       .
1852,BU02000702,BU02000702,1.1,0.5,15.6,30.9,1.0,1.2,3.5,5.2,10.0,1.2,0.3,30.5,45.1,       .,       .,       .,       .
1853,BU02000703,BU02000703,0.6,1.7,12.8,33.1,0.5,1.8,4.0,6.0,10.6,0.7,0.8,18.2,45.9,       .,       .,       .,       .
1854,BU02000704,BU02000704,0.8,1.6,12.0,24.7,0.7,0.8,2.3,5.7,10.0,1.6,0.0,3.8,41.5,       .,       .,       .,       .
1855,BU02000705,BU02000705,0.9,1.0,9.2,28.2,0.9,1.5,3.3,6.0,10.4,1.0,0.5,1.9,42.3,       .,       .,       .,       .
1856,BU02000706,BU02000706,1.6,0.1,7.9,19.2,1.6,2.3,2.0,5.1,10.7,2.8,0.0,0.7,36.6,       .,       .,       .,       .
1857,BU02000707,BU02000707,1.3,0.4,16.4,31.4,0.8,1.5,3.1,5.0,10.0,0.8,0.9,36.2,46.3,       .,       .,       .,       .
1858,BU02000708,BU02000708,0.6,0.9,6.5,16.3,0.6,1.9,1.8,5.9,10.7,2.5,0.0,1.1,25.8,       .,       .,       .,       .
1859,BU02000709,BU02000709,1.6,0.0,7.3,19.4,0.9,2.2,2.3,5.8,10.2,1.7,0.0,1.1,32.0,       .,       .,       .,       .
1860,WK020008,WK020008,0.7,2.1,12.8,28.7,0.6,2.0,2.9,5.0,9.6,1.1,3.4,32.4,43.8,       .,       .,       .,       .
1861,BU02000801,BU02000801,0.6,2.3,15.6,33.8,0.6,1.3,3.3,5.0,9.7,0.7,9.3,36.8,47.3,       .,       .,       .,       .
1862,BU02000802,BU02000802,0.5,2.0,13.6,33.3,0.4,1.4,3.0,5.0,9.1,0.6,9.8,36.6,47.3,       .,       .,       .,       .
1863,BU02000803,BU02000803,0.6,2.4,13.0,30.8,0.5,1.8,3.0,5.0,9.0,0.4,3.4,35.3,46.0,       .,       .,       .,       .
1864,BU02000804,BU02000804,1.5,0.0,8.0,23.4,1.1,2.9,2.4,5.0,9.0,1.5,0.0,23.5,39.7,       .,       .,       .,       .
1865,BU02000805,BU02000805,0.6,2.7,12.2,26.8,0.5,2.4,3.0,5.0,9.5,1.1,0.3,33.6,42.5,       .,       .,       .,       .
1866,BU02000806,BU02000806,0.6,3.1,13.6,26.7,0.6,2.1,2.8,5.0,10.2,1.5,0.1,33.4,42.3,       .,       .,       .,       .
1867,BU02000807,BU02000807,2.0,0.0,5.7,20.0,1.8,3.4,2.3,5.0,8.9,1.9,0.0,16.6,38.3,       .,       .,       .,       .
1868,BU02000808,BU02000808,1.9,0.2,5.7,19.2,1.2,3.0,2.0,5.0,9.5,2.9,0.0,2.3,36.7,       .,       .,       .,       .
1869,BU02000809,BU02000809,1.2,0.2,8.9,22.1,0.9,2.6,2.1,5.0,9.9,1.8,0.0,20.4,39.0,       .,       .,       .,       .
1870,WK020010,WK020010,1.1,0.7,1.0,2.1,1.0,13.3,0.0,0.0,10.5,1.1,0.7,0.9,1.9,       .,       .,       .,       .
1871,BU02001001,BU02001001,0.4,1.0,1.2,2.0,0.3,13.5,0.0,0.0,10.5,0.4,1.0,1.0,2.0,       .,       .,       .,       .
1872,BU02001002,BU02001002,1.2,0.4,1.1,2.3,1.1,13.0,0.0,0.0,10.3,1.3,0.3,1.0,2.4,       .,       .,       .,       .
1873,BU02001003,BU02001003,3.0,0.1,0.5,2.5,2.9,13.0,0.0,0.0,10.5,3.0,0.1,0.4,1.1,       .,       .,       .,       .
1874,BU02001004,BU02001004,4.4,0.0,0.1,1.4,4.4,11.6,0.0,0.0,10.3,5.9,0.0,0.0,0.0,       .,       .,       .,       .
1875,WK020011,WK020011,6.4,0.0,0.0,0.2,6.0,8.3,0.0,1.9,6.3,7.0,0.0,0.0,0.3,       .,       .,       .,       .
1876,BU02001101,BU02001101,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1877,BU02001102,BU02001102,5.2,0.0,0.0,0.2,4.8,6.7,0.0,3.0,6.0,6.0,0.0,0.0,0.0,       .,       .,       .,       .
1878,BU02001103,BU02001103,7.0,0.0,0.0,0.2,6.8,8.8,0.0,1.5,7.0,7.6,0.0,0.0,0.0,       .,       .,       .,       .
1879,BU02001104,BU02001104,8.4,0.0,0.0,0.0,8.1,11.2,0.0,0.1,6.4,8.5,0.0,0.0,0.0,       .,       .,       .,       .
1880,WK020012,WK020012,1.2,0.5,1.0,1.5,1.0,11.4,0.0,0.3,8.5,7.1,0.0,0.1,0.5,       .,       .,       .,       .
1881,BU02001201,BU02001201,0.3,1.0,1.0,1.0,0.3,12.5,0.0,0.0,10.0,8.0,0.0,0.0,0.0,       .,       .,       .,       .
1882,BU02001202,BU02001202,2.9,0.0,1.9,6.6,2.9,5.3,0.4,3.8,7.0,2.9,0.0,0.8,5.1,       .,       .,       .,       .
1883,BU02001203,BU02001203,2.8,0.0,0.6,0.9,1.9,10.9,0.0,0.1,6.2,5.8,0.0,0.0,0.3,       .,       .,       .,       .
1884,BU02001204,BU02001204,1.5,0.1,1.0,1.0,1.3,11.4,0.0,0.0,7.5,7.4,0.0,0.0,0.0,       .,       .,       .,       .
1885,WK020013,WK020013,1.2,0.7,1.3,4.8,1.1,3.9,0.9,1.6,12.8,6.3,0.0,0.0,0.1,       .,       .,       .,       .
1886,BU02001301,BU02001301,3.8,0.0,0.0,2.6,3.2,5.6,0.2,2.1,12.0,5.0,0.0,0.0,0.6,       .,       .,       .,       .
1887,BU02001302,BU02001302,0.6,0.9,1.4,5.0,0.6,3.5,1.0,1.5,13.0,6.5,0.0,0.0,0.0,       .,       .,       .,       .
1888,BU02001303,BU02001303,2.2,0.1,1.4,4.8,2.2,4.4,0.8,1.9,12.6,6.3,0.0,0.0,0.1,       .,       .,       .,       .
1889,WK020014,WK020014,1.2,0.5,1.1,7.4,1.1,5.4,0.5,4.1,9.4,1.2,0.6,1.9,6.8,       .,       .,       .,       .
1890,BU02001401,BU02001401,0.7,0.9,1.0,9.4,0.5,4.8,0.7,4.4,9.0,0.5,1.0,2.0,8.9,       .,       .,       .,       .
1891,BU02001402,BU02001402,1.3,0.3,1.5,6.4,1.4,5.3,0.3,3.5,8.8,1.4,0.3,2.3,6.6,       .,       .,       .,       .
1892,BU02001403,BU02001403,1.6,0.0,1.5,13.1,0.9,4.4,1.2,4.1,9.6,1.3,0.3,2.3,10.2,       .,       .,       .,       .
1893,BU02001404,BU02001404,2.0,0.1,1.0,2.6,2.3,6.8,0.0,3.8,10.0,2.3,0.1,1.3,2.2,       .,       .,       .,       .
1894,WK020015,WK020015,2.5,0.0,1.0,7.8,1.1,5.2,0.6,4.2,11.1,2.4,0.0,0.8,4.9,       .,       .,       .,       .
1895,BU02001501,BU02001501,2.2,0.0,1.0,7.6,0.4,5.1,0.4,4.3,10.9,1.8,0.0,1.0,5.1,       .,       .,       .,       .
1896,BU02001502,BU02001502,2.5,0.0,1.2,9.3,1.5,4.9,0.9,4.2,10.9,2.7,0.0,0.8,5.6,       .,       .,       .,       .
1897,BU02001503,BU02001503,3.8,0.0,0.0,2.6,3.1,6.7,0.0,3.5,13.0,4.5,0.0,0.0,1.1,       .,       .,       .,       .
1898,WK020016,WK020016,2.0,0.3,1.0,3.9,1.6,5.4,0.4,3.9,12.0,2.9,0.0,0.5,2.1,       .,       .,       .,       .
1899,BU02001601,BU02001601,2.7,0.0,1.8,10.5,2.6,3.9,1.2,5.0,11.2,3.6,0.0,0.3,6.7,       .,       .,       .,       .
1900,BU02001602,BU02001602,0.8,0.7,1.0,1.0,0.4,6.5,0.0,3.2,12.0,1.6,0.0,1.0,1.0,       .,       .,       .,       .
1901,BU02001603,BU02001603,2.4,0.1,0.9,4.6,2.1,4.8,0.6,4.2,12.1,3.4,0.0,0.3,1.8,       .,       .,       .,       .
1902,BU02001604,BU02001604,3.1,0.0,0.3,2.4,2.2,6.3,0.0,3.5,12.6,4.0,0.0,0.0,1.4,       .,       .,       .,       .
1903,WK020017,WK020017,3.3,0.0,1.5,8.9,2.4,4.1,1.3,4.8,9.6,3.4,0.0,0.7,12.7,       .,       .,       .,       .
1904,BU02001701,BU02001701,3.3,0.0,0.4,12.8,1.5,4.2,2.2,5.0,9.0,3.1,0.0,0.4,24.1,       .,       .,       .,       .
1905,BU02001702,BU02001702,3.5,0.0,0.0,8.0,3.5,4.7,1.5,5.0,10.0,4.8,0.0,0.0,1.7,       .,       .,       .,       .
1906,BU02001703,BU02001703,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1907,BU02001704,BU02001704,3.2,0.0,1.5,8.0,2.1,3.8,1.2,4.5,9.1,2.4,0.1,1.2,12.3,       .,       .,       .,       .
1908,BU02001705,BU02001705,2.5,0.0,3.4,12.8,1.4,3.3,1.7,4.7,9.5,2.6,0.0,1.1,21.4,       .,       .,       .,       .
1909,BU02001706,BU02001706,4.0,0.0,0.7,5.2,3.6,5.0,0.6,5.0,10.2,4.9,0.0,0.1,2.5,       .,       .,       .,       .
1910,GM0202,GM0202,0.8,2.1,14.4,32.5,0.7,2.1,2.9,8.3,20.1,1.2,4.1,28.4,60.2,       .,       .,       .,       .
1911,WK020201,WK020201,0.4,2.8,25.3,46.8,0.3,0.8,3.8,9.7,23.9,0.3,37.8,72.8,85.4,       .,       .,       .,       .
1912,BU02020100,BU02020100,0.3,2.9,28.5,46.8,0.1,0.3,3.5,10.0,23.8,0.2,39.6,76.8,86.1,       .,       .,       .,       .
1913,BU02020101,BU02020101,0.3,2.5,27.1,47.0,0.3,0.7,3.9,9.9,23.9,0.2,41.9,73.4,85.0,       .,       .,       .,       .
1914,BU02020102,BU02020102,0.3,4.0,25.7,47.0,0.1,0.7,4.0,9.8,24.0,0.1,46.1,73.2,85.8,       .,       .,       .,       .
1915,BU02020103,BU02020103,0.4,5.2,23.1,47.3,0.3,1.0,3.7,9.4,24.0,0.3,42.9,72.0,86.4,       .,       .,       .,       .
1916,BU02020104,BU02020104,0.7,1.6,24.4,46.5,0.6,1.1,4.0,9.5,23.4,0.7,19.5,70.8,86.7,       .,       .,       .,       .
1917,BU02020170,BU02020170,0.8,1.6,19.2,46.2,0.4,1.3,4.0,9.0,24.2,0.6,29.6,67.6,83.8,       .,       .,       .,       .
1918,WK020202,WK020202,0.4,6.3,31.3,49.5,0.3,1.2,4.7,9.8,24.0,0.4,14.7,75.3,92.0,       .,       .,       .,       .
1919,BU02020210,BU02020210,0.4,8.2,27.8,47.2,0.2,1.3,4.0,9.6,24.0,0.2,27.5,72.8,89.4,       .,       .,       .,       .
1920,BU02020211,BU02020211,0.4,6.8,31.9,49.7,0.3,1.3,4.7,9.8,24.0,0.3,12.9,75.3,92.4,       .,       .,       .,       .
1921,BU02020212,BU02020212,0.6,4.1,32.7,50.7,0.3,1.0,5.0,10.0,23.9,0.6,8.6,76.9,93.2,       .,       .,       .,       .
1922,WK020203,WK020203,0.5,2.1,28.0,50.7,0.4,1.4,4.9,9.5,22.1,0.6,1.9,72.9,92.9,       .,       .,       .,       .
1923,BU02020314,BU02020314,0.4,2.4,27.5,51.0,0.3,1.5,5.0,9.4,22.0,0.5,2.2,72.7,93.1,       .,       .,       .,       .
1924,BU02020320,BU02020320,0.3,2.1,27.6,51.2,0.4,1.5,5.0,9.4,21.8,0.5,1.4,72.9,93.3,       .,       .,       .,       .
1925,BU02020321,BU02020321,0.6,1.9,31.7,50.8,0.5,1.0,4.8,10.0,22.9,0.9,2.9,76.7,93.2,       .,       .,       .,       .
1926,BU02020322,BU02020322,1.1,1.8,17.1,42.9,0.9,2.0,3.8,8.9,19.8,1.5,0.5,33.9,83.6,       .,       .,       .,       .
1927,BU02020338,BU02020338,0.8,2.8,31.6,48.0,0.7,0.7,4.0,10.0,23.9,0.7,10.4,77.0,91.6,       .,       .,       .,       .
1928,BU02020339,BU02020339,1.0,0.8,27.7,48.1,0.9,1.2,4.4,10.0,22.1,1.2,0.3,73.6,91.5,       .,       .,       .,       .
1929,WK020204,WK020204,0.4,3.8,21.2,42.6,0.5,1.0,4.0,8.6,19.1,0.6,2.5,22.3,88.1,       .,       .,       .,       .
1930,BU02020423,BU02020423,0.3,3.1,25.8,44.9,0.3,1.1,4.0,9.0,20.0,0.7,2.7,34.7,91.1,       .,       .,       .,       .
1931,BU02020424,BU02020424,0.5,4.6,23.3,46.1,0.3,0.9,4.0,9.0,20.0,0.4,3.0,34.9,90.9,       .,       .,       .,       .
1932,BU02020425,BU02020425,0.5,3.9,17.9,39.7,0.6,1.0,4.0,8.1,18.1,0.6,2.1,9.9,85.2,       .,       .,       .,       .
1933,WK020205,WK020205,0.8,2.2,17.4,36.5,0.4,1.0,4.0,8.2,18.5,0.8,1.1,12.7,71.7,       .,       .,       .,       .
1934,BU02020526,BU02020526,1.0,1.2,15.1,34.0,0.4,1.2,4.0,8.0,18.0,1.0,0.5,11.2,65.1,       .,       .,       .,       .
1935,BU02020527,BU02020527,0.7,2.2,22.3,38.4,0.8,0.9,4.0,8.0,18.5,0.9,1.0,15.6,84.4,       .,       .,       .,       .
1936,BU02020528,BU02020528,0.1,5.6,23.4,44.2,0.1,0.3,4.0,8.8,20.0,0.3,3.0,16.7,88.7,       .,       .,       .,       .
1937,BU02020529,BU02020529,2.1,0.0,11.8,36.8,0.1,2.4,4.0,8.0,17.0,2.1,0.0,8.0,82.4,       .,       .,       .,       .
1938,WK020206,WK020206,0.6,3.6,22.2,44.5,0.3,2.0,3.6,8.2,24.0,0.3,12.7,71.5,86.9,       .,       .,       .,       .
1939,BU02020630,BU02020630,0.3,4.8,21.9,45.5,0.2,1.7,3.8,8.5,24.0,0.2,16.3,70.6,86.7,       .,       .,       .,       .
1940,BU02020631,BU02020631,0.6,3.5,22.4,44.8,0.2,2.0,3.6,8.0,24.0,0.3,12.4,71.8,87.0,       .,       .,       .,       .
1941,BU02020650,BU02020650,0.9,2.0,22.0,42.0,0.4,2.3,3.0,8.0,23.7,0.6,7.8,71.8,87.1,       .,       .,       .,       .
1942,WK020207,WK020207,0.4,4.0,25.9,43.6,0.3,2.2,3.2,8.5,23.1,0.4,9.4,74.0,87.8,       .,       .,       .,       .
1943,BU02020732,BU02020732,0.3,4.4,26.1,44.4,0.2,2.1,3.3,8.9,23.5,0.3,11.4,74.3,87.9,       .,       .,       .,       .
1944,BU02020733,BU02020733,0.3,4.7,25.0,43.8,0.2,2.1,3.3,8.3,23.7,0.3,12.5,73.6,87.7,       .,       .,       .,       .
1945,BU02020734,BU02020734,0.6,3.3,24.8,42.7,0.4,2.4,3.1,8.0,23.4,0.5,8.0,73.7,87.9,       .,       .,       .,       .
1946,BU02020735,BU02020735,0.5,3.1,28.1,43.0,0.3,2.4,3.0,8.6,21.3,0.4,2.9,74.9,87.9,       .,       .,       .,       .
1947,WK020208,WK020208,0.7,1.7,25.0,42.2,0.6,1.9,3.2,8.5,20.2,0.6,2.4,51.5,85.7,       .,       .,       .,       .
1948,BU02020840,BU02020840,0.4,3.4,28.4,44.8,0.2,2.1,3.1,8.9,22.1,0.5,4.7,75.1,88.5,       .,       .,       .,       .
1949,BU02020841,BU02020841,0.4,3.1,27.1,45.4,0.3,2.1,3.2,8.9,22.6,0.9,3.9,75.0,88.2,       .,       .,       .,       .
1950,BU02020842,BU02020842,0.6,1.9,27.6,43.5,0.5,1.9,3.0,9.0,21.0,0.5,2.0,74.7,87.9,       .,       .,       .,       .
1951,BU02020843,BU02020843,0.9,1.1,28.2,44.0,0.7,1.6,3.7,8.8,20.1,0.4,1.6,53.3,87.9,       .,       .,       .,       .
1952,BU02020844,BU02020844,0.8,1.1,24.4,41.1,0.6,2.1,3.0,8.3,19.5,0.6,1.8,44.7,83.9,       .,       .,       .,       .
1953,BU02020845,BU02020845,1.0,0.8,18.7,37.7,1.0,1.7,3.2,8.0,18.1,0.9,0.9,23.7,81.8,       .,       .,       .,       .
1954,WK020209,WK020209,0.6,0.9,10.3,29.3,0.5,3.7,1.8,7.5,21.5,2.1,0.0,23.6,76.3,       .,       .,       .,       .
1955,BU02020951,BU02020951,1.2,0.2,19.9,40.8,0.8,2.9,3.0,8.0,22.7,1.1,0.6,68.3,85.0,       .,       .,       .,       .
1956,BU02020952,BU02020952,0.5,0.9,9.7,28.5,0.5,3.8,1.7,7.4,21.4,2.1,0.0,20.6,75.7,       .,       .,       .,       .
1957,WK020210,WK020210,0.3,2.5,12.1,36.4,0.4,2.8,3.0,6.5,18.0,0.3,2.9,13.1,80.9,       .,       .,       .,       .
1958,BU02021053,BU02021053,0.3,2.5,12.1,36.4,0.4,2.8,3.0,6.5,18.0,0.3,2.9,13.1,80.9,       .,       .,       .,       .
1959,WK020211,WK020211,0.8,1.5,12.5,36.1,0.9,3.2,3.0,6.6,18.2,0.6,2.0,20.1,80.7,       .,       .,       .,       .
1960,BU02021154,BU02021154,0.6,1.9,13.5,36.9,0.8,3.1,3.0,6.5,18.2,0.5,2.3,22.4,81.1,       .,       .,       .,       .
1961,BU02021155,BU02021155,0.6,2.0,10.4,35.2,0.7,2.9,2.9,6.3,18.0,0.7,2.3,7.8,79.3,       .,       .,       .,       .
1962,BU02021159,BU02021159,1.1,0.3,12.6,35.6,1.2,3.5,3.0,7.1,18.5,0.8,1.1,26.0,81.3,       .,       .,       .,       .
1963,WK020212,WK020212,0.8,2.0,12.9,33.7,0.4,2.7,2.5,8.0,22.6,0.8,3.0,47.9,77.5,       .,       .,       .,       .
1964,BU02021260,BU02021260,0.6,3.6,21.6,46.5,0.5,1.5,3.8,9.0,24.0,0.3,22.0,70.1,86.2,       .,       .,       .,       .
1965,BU02021261,BU02021261,0.3,3.2,17.6,40.1,0.3,2.1,3.0,8.2,24.4,0.4,2.0,66.7,81.6,       .,       .,       .,       .
1966,BU02021262,BU02021262,0.7,2.3,12.1,31.9,0.5,2.9,2.0,8.0,21.9,0.8,0.8,59.0,76.5,       .,       .,       .,       .
1967,BU02021263,BU02021263,1.0,0.9,8.0,27.6,0.4,3.2,2.0,7.9,21.1,1.1,0.3,43.5,73.9,       .,       .,       .,       .
1968,BU02021264,BU02021264,1.5,0.0,5.5,23.5,0.3,3.5,2.0,7.2,20.6,1.6,0.0,6.1,70.3,       .,       .,       .,       .
1969,BU02021269,BU02021269,0.9,2.1,15.9,37.3,0.8,2.4,2.3,8.1,24.0,0.7,2.6,61.7,79.7,       .,       .,       .,       .
1970,WK020213,WK020213,3.8,0.0,1.3,9.6,2.0,5.4,1.0,4.4,17.9,4.1,0.0,0.5,31.8,       .,       .,       .,       .
