ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSchool_64,Within3Km_65,Within5Km_66,Within10Km_67,DistanceToSchool_68,Within3Km_69,Within5Km_70,Within10Km_71,DistanceToSchool_72,Within3Km_73,Within5Km_74,Within10Km_75,DistanceToPublicGreenTotal_76,DistanceToParkOrPublicGarden_77,DistanceToRecreationalTerrain_78,DistanceToForest_79,DistanceToOpenNatTerrainTotal_80,DistanceToOpenDryNaturalTerrain_81,DistanceToOpenWetNaturalTerrain_82
770,WK048445,WK048445,3.9,0.0,1.1,9.9,3.9,0.0,1.1,6.9,6.2,0.0,0.1,3.9,       .,       .,       .,       .,       .,       .,       .
771,BU04844501,BU04844501,4.3,0.0,1.5,10.2,4.3,0.0,1.3,7.2,5.1,0.0,0.4,4.0,       .,       .,       .,       .,       .,       .,       .
772,BU04844502,BU04844502,3.9,0.2,0.9,9.3,3.9,0.2,0.9,6.5,6.8,0.0,0.0,3.7,       .,       .,       .,       .,       .,       .,       .
773,BU04844503,BU04844503,3.7,0.0,1.0,10.0,3.7,0.0,1.0,7.0,6.4,0.0,0.0,4.0,       .,       .,       .,       .,       .,       .,       .
774,BU04844504,BU04844504,3.9,0.0,1.0,9.4,3.9,0.0,0.9,6.5,7.2,0.0,0.0,3.8,       .,       .,       .,       .,       .,       .,       .
775,WK048470,WK048470,1.4,1.7,2.6,17.5,1.6,0.9,1.6,13.1,5.1,0.0,0.6,5.9,       .,       .,       .,       .,       .,       .,       .
776,BU04847001,BU04847001,2.3,0.9,2.3,4.2,2.3,0.9,1.3,3.2,7.1,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
777,BU04847002,BU04847002,4.6,0.0,0.9,14.1,4.6,0.0,0.7,9.9,6.7,0.0,0.0,5.0,       .,       .,       .,       .,       .,       .,       .
778,BU04847003,BU04847003,4.0,0.1,1.1,18.3,4.0,0.1,0.9,13.1,7.1,0.0,0.0,7.0,       .,       .,       .,       .,       .,       .,       .
779,BU04847004,BU04847004,1.4,1.6,2.6,6.6,1.4,1.0,1.6,4.5,6.2,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
780,BU04847005,BU04847005,0.9,2.0,2.4,17.6,0.9,1.0,1.4,13.0,5.3,0.0,0.3,5.7,       .,       .,       .,       .,       .,       .,       .
781,BU04847006,BU04847006,2.1,1.2,2.1,21.5,2.1,0.9,1.1,15.5,5.8,0.0,0.1,8.4,       .,       .,       .,       .,       .,       .,       .
782,BU04847007,BU04847007,2.9,0.6,1.9,20.3,2.9,0.6,1.0,14.1,6.6,0.0,0.0,8.3,       .,       .,       .,       .,       .,       .,       .
783,BU04847008,BU04847008,1.0,2.0,3.2,10.9,1.1,1.0,2.2,8.3,4.9,0.0,0.8,3.1,       .,       .,       .,       .,       .,       .,       .
784,BU04847009,BU04847009,1.0,2.0,3.2,13.1,1.6,1.0,2.2,11.1,4.4,0.0,1.0,3.4,       .,       .,       .,       .,       .,       .,       .
785,BU04847010,BU04847010,0.4,2.0,3.0,14.5,1.8,1.0,2.0,12.4,4.4,0.0,1.0,4.1,       .,       .,       .,       .,       .,       .,       .
786,BU04847011,BU04847011,0.7,2.0,2.6,21.1,0.7,1.0,1.6,15.7,4.9,0.0,0.6,7.1,       .,       .,       .,       .,       .,       .,       .
787,BU04847012,BU04847012,1.3,2.0,3.0,21.4,1.3,1.0,2.0,15.7,4.3,0.0,1.0,7.3,       .,       .,       .,       .,       .,       .,       .
788,BU04847013,BU04847013,1.0,2.0,3.0,17.5,1.5,1.0,2.0,13.2,4.0,0.0,1.0,6.0,       .,       .,       .,       .,       .,       .,       .
789,BU04847014,BU04847014,2.3,1.0,2.4,21.8,2.3,0.8,1.5,15.7,5.1,0.0,0.4,8.1,       .,       .,       .,       .,       .,       .,       .
790,BU04847015,BU04847015,5.1,0.1,0.8,16.4,5.1,0.1,0.5,11.2,7.2,0.0,0.0,6.9,       .,       .,       .,       .,       .,       .,       .
791,WK048471,WK048471,6.7,0.0,0.0,11.3,6.9,0.0,0.0,8.0,6.8,0.0,0.0,4.0,       .,       .,       .,       .,       .,       .,       .
792,BU04847101,BU04847101,6.5,0.0,0.0,11.0,6.7,0.0,0.0,8.0,6.7,0.0,0.0,4.0,       .,       .,       .,       .,       .,       .,       .
793,BU04847102,BU04847102,6.9,0.0,0.0,12.0,7.3,0.0,0.0,8.0,6.9,0.0,0.0,4.0,       .,       .,       .,       .,       .,       .,       .
794,BU04847103,BU04847103,6.8,0.0,0.0,11.2,7.1,0.0,0.0,8.0,6.8,0.0,0.0,4.0,       .,       .,       .,       .,       .,       .,       .
795,WK048491,WK048491,1.6,0.9,1.4,10.3,1.6,0.9,1.3,7.3,8.1,0.0,0.0,4.6,       .,       .,       .,       .,       .,       .,       .
796,BU04849101,BU04849101,1.1,0.9,1.4,11.6,1.1,0.9,1.4,8.2,8.2,0.0,0.0,5.5,       .,       .,       .,       .,       .,       .,       .
797,BU04849102,BU04849102,3.1,0.6,2.2,4.3,3.1,0.6,1.7,3.2,8.1,0.0,0.0,1.1,       .,       .,       .,       .,       .,       .,       .
798,BU04849103,BU04849103,1.9,0.9,1.0,10.9,1.9,0.9,1.0,8.1,7.7,0.0,0.0,4.5,       .,       .,       .,       .,       .,       .,       .
799,BU04849104,BU04849104,1.3,1.0,1.0,11.4,1.3,1.0,1.0,8.0,8.5,0.0,0.0,5.4,       .,       .,       .,       .,       .,       .,       .
800,BU04849105,BU04849105,1.1,1.2,2.2,9.0,1.1,1.1,1.8,6.4,7.9,0.0,0.0,4.2,       .,       .,       .,       .,       .,       .,       .
801,WK048494,WK048494,4.3,0.0,1.8,18.5,4.3,0.0,1.5,13.7,5.3,0.0,0.3,8.1,       .,       .,       .,       .,       .,       .,       .
802,BU04849401,BU04849401,4.7,0.0,0.9,27.7,4.7,0.0,0.8,20.0,5.2,0.0,0.5,15.3,       .,       .,       .,       .,       .,       .,       .
803,BU04849402,BU04849402,3.7,0.0,1.0,18.5,3.7,0.0,1.0,13.0,5.8,0.0,0.0,7.6,       .,       .,       .,       .,       .,       .,       .
804,BU04849403,BU04849403,4.3,0.0,1.3,17.1,4.3,0.0,1.3,13.0,5.4,0.0,0.0,7.0,       .,       .,       .,       .,       .,       .,       .
805,BU04849404,BU04849404,4.4,0.1,3.6,16.2,4.4,0.0,2.7,12.3,4.8,0.0,1.0,6.8,       .,       .,       .,       .,       .,       .,       .
806,WK048496,WK048496,4.7,0.0,1.8,14.7,4.7,0.0,1.7,10.6,4.8,0.0,0.9,7.2,       .,       .,       .,       .,       .,       .,       .
807,BU04849601,BU04849601,4.8,0.0,1.6,18.7,4.8,0.0,1.3,13.6,5.2,0.0,0.4,9.1,       .,       .,       .,       .,       .,       .,       .
808,BU04849602,BU04849602,4.8,0.0,1.3,14.1,4.8,0.0,1.3,10.1,4.8,0.0,0.8,7.0,       .,       .,       .,       .,       .,       .,       .
809,BU04849603,BU04849603,4.6,0.0,2.0,14.4,4.6,0.0,2.0,10.4,4.6,0.0,1.0,7.0,       .,       .,       .,       .,       .,       .,       .
810,BU04849604,BU04849604,3.5,0.2,6.0,11.9,3.5,0.2,4.6,8.3,3.5,0.1,2.1,5.6,       .,       .,       .,       .,       .,       .,       .
811,GM1723,GM1723,7.1,0.0,0.0,2.9,7.2,0.0,0.0,2.4,10.3,0.0,0.0,1.1,       .,       .,       .,       .,       .,       .,       .
812,WK172301,WK172301,6.0,0.0,0.0,1.3,6.0,0.0,0.0,1.3,10.3,0.0,0.0,0.3,       .,       .,       .,       .,       .,       .,       .
813,BU17230101,BU17230101,5.9,0.0,0.0,1.0,5.9,0.0,0.0,1.0,10.3,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
814,BU17230102,BU17230102,5.5,0.0,0.0,1.0,5.5,0.0,0.0,1.0,10.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
815,BU17230103,BU17230103,5.4,0.0,0.0,1.0,5.4,0.0,0.0,1.0,10.6,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
816,BU17230104,BU17230104,4.9,0.0,0.7,1.0,4.9,0.0,0.7,1.0,11.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
817,BU17230105,BU17230105,7.4,0.0,0.0,1.7,7.4,0.0,0.0,1.7,9.9,0.0,0.0,0.7,       .,       .,       .,       .,       .,       .,       .
818,BU17230106,BU17230106,6.1,0.0,0.0,1.4,6.1,0.0,0.0,1.4,10.0,0.0,0.0,0.4,       .,       .,       .,       .,       .,       .,       .
819,BU17230107,BU17230107,6.6,0.0,0.1,1.9,6.6,0.0,0.1,1.8,10.1,0.0,0.0,0.6,       .,       .,       .,       .,       .,       .,       .
820,WK172302,WK172302,8.4,0.0,0.0,1.6,8.4,0.0,0.0,1.6,11.5,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
821,BU17230201,BU17230201,8.2,0.0,0.0,1.0,8.2,0.0,0.0,1.0,11.4,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
822,BU17230202,BU17230202,8.8,0.0,0.0,2.4,8.8,0.0,0.0,2.4,10.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
823,BU17230203,BU17230203,8.7,0.0,0.0,1.7,8.7,0.0,0.0,1.7,11.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
824,BU17230204,BU17230204,8.1,0.0,0.0,1.0,8.1,0.0,0.0,1.0,11.7,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
825,BU17230205,BU17230205,7.6,0.0,0.0,1.0,7.6,0.0,0.0,1.0,12.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
826,BU17230206,BU17230206,7.9,0.0,0.0,1.0,7.9,0.0,0.0,1.0,11.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
827,BU17230207,BU17230207,8.4,0.0,0.0,1.9,8.4,0.0,0.0,1.8,11.6,0.0,0.0,0.4,       .,       .,       .,       .,       .,       .,       .
828,WK172303,WK172303,7.7,0.0,0.0,8.1,7.7,0.0,0.0,5.9,8.6,0.0,0.0,4.3,       .,       .,       .,       .,       .,       .,       .
829,BU17230301,BU17230301,7.7,0.0,0.0,8.1,7.7,0.0,0.0,5.9,8.6,0.0,0.0,4.3,       .,       .,       .,       .,       .,       .,       .
830,WK172304,WK172304,7.5,0.0,0.0,8.7,7.7,0.0,0.0,5.8,7.5,0.0,0.0,4.8,       .,       .,       .,       .,       .,       .,       .
831,BU17230401,BU17230401,7.4,0.0,0.0,8.9,7.6,0.0,0.0,6.0,7.4,0.0,0.0,4.9,       .,       .,       .,       .,       .,       .,       .
832,BU17230402,BU17230402,7.8,0.0,0.0,8.0,8.0,0.0,0.0,5.4,7.8,0.0,0.0,4.5,       .,       .,       .,       .,       .,       .,       .
833,WK172305,WK172305,5.2,0.0,0.7,14.5,5.2,0.0,0.7,10.6,6.2,0.0,0.0,7.7,       .,       .,       .,       .,       .,       .,       .
834,BU17230501,BU17230501,5.2,0.0,0.7,14.5,5.2,0.0,0.7,10.6,6.2,0.0,0.0,7.7,       .,       .,       .,       .,       .,       .,       .
835,WK172306,WK172306,5.6,0.0,0.0,12.6,5.6,0.0,0.0,9.6,7.1,0.0,0.0,5.9,       .,       .,       .,       .,       .,       .,       .
836,BU17230601,BU17230601,5.6,0.0,0.0,12.6,5.6,0.0,0.0,9.6,7.1,0.0,0.0,5.9,       .,       .,       .,       .,       .,       .,       .
837,GM1959,GM1959,3.9,0.5,0.9,3.9,3.9,0.5,0.9,3.5,6.6,0.1,0.4,1.5,       .,       .,       .,       .,       .,       .,       .
838,WK195901,WK195901,4.7,0.0,0.8,3.8,4.7,0.0,0.8,3.3,4.7,0.0,0.7,1.9,       .,       .,       .,       .,       .,       .,       .
839,BU19590101,BU19590101,5.0,0.0,0.4,2.0,5.0,0.0,0.4,2.0,5.0,0.0,0.4,1.0,       .,       .,       .,       .,       .,       .,       .
840,BU19590102,BU19590102,4.7,0.0,1.0,2.2,4.7,0.0,1.0,2.1,4.7,0.0,1.0,1.2,       .,       .,       .,       .,       .,       .,       .
841,BU19590103,BU19590103,5.1,0.0,0.4,2.0,5.1,0.0,0.4,2.0,5.1,0.0,0.4,1.0,       .,       .,       .,       .,       .,       .,       .
842,BU19590104,BU19590104,4.6,0.0,0.9,3.1,4.6,0.0,0.9,2.8,4.6,0.0,0.9,1.6,       .,       .,       .,       .,       .,       .,       .
843,BU19590105,BU19590105,4.3,0.0,0.9,5.2,4.3,0.0,0.9,4.4,4.3,0.0,0.9,2.6,       .,       .,       .,       .,       .,       .,       .
844,BU19590106,BU19590106,4.1,0.0,1.0,6.2,4.1,0.0,1.0,5.3,4.1,0.0,1.0,2.9,       .,       .,       .,       .,       .,       .,       .
845,BU19590107,BU19590107,5.4,0.0,0.2,2.1,5.4,0.0,0.2,2.0,5.4,0.0,0.2,1.1,       .,       .,       .,       .,       .,       .,       .
846,BU19590191,BU19590191,4.9,0.0,1.3,2.2,4.9,0.0,1.3,2.1,4.9,0.0,0.8,1.2,       .,       .,       .,       .,       .,       .,       .
847,BU19590192,BU19590192,2.5,1.0,2.0,13.0,2.5,1.0,2.0,10.2,2.5,0.9,1.0,5.8,       .,       .,       .,       .,       .,       .,       .
848,BU19590193,BU19590193,6.1,0.0,0.2,2.1,6.1,0.0,0.2,2.0,6.1,0.0,0.2,1.1,       .,       .,       .,       .,       .,       .,       .
849,BU19590194,BU19590194,8.5,0.0,0.0,3.3,8.5,0.0,0.0,2.3,8.5,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
850,WK195902,WK195902,0.9,1.9,2.0,10.4,0.9,1.9,2.0,8.8,1.7,1.0,1.0,4.1,       .,       .,       .,       .,       .,       .,       .
851,BU19590201,BU19590201,0.7,2.0,2.0,10.6,0.7,2.0,2.0,9.1,1.7,1.0,1.0,4.2,       .,       .,       .,       .,       .,       .,       .
852,BU19590202,BU19590202,0.9,2.0,2.0,11.5,0.9,2.0,2.0,9.5,1.3,1.0,1.0,4.5,       .,       .,       .,       .,       .,       .,       .
853,BU19590291,BU19590291,3.6,0.4,2.0,3.3,3.6,0.4,2.0,3.0,3.6,0.2,1.0,1.6,       .,       .,       .,       .,       .,       .,       .
854,WK195903,WK195903,5.0,0.0,0.6,3.0,5.0,0.0,0.6,2.9,5.0,0.0,0.6,1.6,       .,       .,       .,       .,       .,       .,       .
855,BU19590301,BU19590301,5.0,0.0,0.6,3.0,5.0,0.0,0.6,2.9,5.0,0.0,0.6,1.6,       .,       .,       .,       .,       .,       .,       .
856,BU19590391,BU19590391,4.1,0.2,1.0,7.5,4.1,0.2,1.0,6.5,4.1,0.2,0.7,3.7,       .,       .,       .,       .,       .,       .,       .
857,BU19590392,BU19590392,6.2,0.0,0.0,2.8,6.2,0.0,0.0,2.8,6.2,0.0,0.0,1.8,       .,       .,       .,       .,       .,       .,       .
858,WK195904,WK195904,5.9,0.0,0.0,1.8,5.9,0.0,0.0,1.8,5.9,0.0,0.0,1.8,       .,       .,       .,       .,       .,       .,       .
859,BU19590401,BU19590401,5.7,0.0,0.0,2.0,5.7,0.0,0.0,2.0,5.7,0.0,0.0,1.9,       .,       .,       .,       .,       .,       .,       .
860,BU19590402,BU19590402,7.3,0.0,0.0,1.0,7.3,0.0,0.0,1.0,7.3,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
861,BU19590491,BU19590491,6.4,0.0,0.0,1.8,6.4,0.0,0.0,1.8,6.4,0.0,0.0,1.6,       .,       .,       .,       .,       .,       .,       .
862,BU19590492,BU19590492,8.5,0.0,0.0,1.0,8.5,0.0,0.0,1.0,8.5,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
863,WK195905,WK195905,8.9,0.0,0.0,1.4,8.9,0.0,0.0,1.4,8.9,0.0,0.0,1.3,       .,       .,       .,       .,       .,       .,       .
864,BU19590501,BU19590501,9.0,0.0,0.0,1.3,9.0,0.0,0.0,1.3,9.0,0.0,0.0,1.3,       .,       .,       .,       .,       .,       .,       .
865,BU19590591,BU19590591,8.1,0.0,0.0,3.0,8.1,0.0,0.0,3.0,8.1,0.0,0.0,1.5,       .,       .,       .,       .,       .,       .,       .
866,BU19590592,BU19590592,8.5,0.0,0.0,1.5,8.5,0.0,0.0,1.5,8.6,0.0,0.0,1.3,       .,       .,       .,       .,       .,       .,       .
867,WK195906,WK195906,3.8,0.1,2.0,3.1,3.8,0.1,2.0,3.0,4.6,0.0,0.8,1.0,       .,       .,       .,       .,       .,       .,       .
868,BU19590601,BU19590601,3.9,0.0,1.5,3.0,3.9,0.0,1.5,3.0,4.8,0.0,0.5,1.0,       .,       .,       .,       .,       .,       .,       .
869,BU19590602,BU19590602,3.9,0.0,2.2,3.0,3.9,0.0,2.2,3.0,4.7,0.0,0.8,1.0,       .,       .,       .,       .,       .,       .,       .
870,BU19590603,BU19590603,2.7,1.0,2.0,3.2,2.7,1.0,2.0,3.1,3.3,0.1,1.0,1.1,       .,       .,       .,       .,       .,       .,       .
871,BU19590691,BU19590691,2.7,0.8,2.0,4.6,2.7,0.8,2.0,4.3,3.3,0.3,0.9,1.6,       .,       .,       .,       .,       .,       .,       .
872,WK195907,WK195907,2.6,0.8,1.0,4.0,2.6,0.8,1.0,4.0,6.9,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
873,BU19590701,BU19590701,2.5,0.9,1.0,4.0,2.5,0.9,1.0,4.0,7.0,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
874,BU19590791,BU19590791,3.6,0.0,1.2,3.4,3.6,0.0,1.2,3.4,5.8,0.0,0.1,1.0,       .,       .,       .,       .,       .,       .,       .
875,WK195908,WK195908,4.1,0.0,1.0,4.0,4.1,0.0,1.0,4.0,6.3,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
876,BU19590801,BU19590801,4.2,0.0,1.0,4.0,4.2,0.0,1.0,4.0,6.1,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
877,BU19590891,BU19590891,3.8,0.0,1.0,3.9,3.8,0.0,1.0,3.9,6.8,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
878,WK195909,WK195909,3.8,0.0,0.9,3.9,3.8,0.0,0.9,3.9,7.6,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
879,BU19590901,BU19590901,3.6,0.0,1.0,4.0,3.6,0.0,1.0,4.0,7.6,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
880,BU19590991,BU19590991,5.0,0.0,0.4,3.5,5.0,0.0,0.4,3.5,7.9,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
881,WK195910,WK195910,1.5,1.0,1.0,4.0,1.5,1.0,1.0,4.0,8.0,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
882,BU19591001,BU19591001,1.5,1.0,1.0,4.0,1.5,1.0,1.0,4.0,7.9,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
883,BU19591002,BU19591002,1.7,1.0,1.0,4.0,1.7,1.0,1.0,4.0,8.8,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
884,BU19591091,BU19591091,2.5,0.8,1.0,4.0,2.5,0.8,1.0,4.0,8.2,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
885,WK195911,WK195911,1.1,1.0,1.1,3.2,1.1,1.0,1.1,3.2,10.1,0.0,0.0,0.4,       .,       .,       .,       .,       .,       .,       .
886,BU19591101,BU19591101,1.0,1.0,1.0,3.3,1.0,1.0,1.0,3.3,10.1,0.0,0.0,0.5,       .,       .,       .,       .,       .,       .,       .
887,BU19591191,BU19591191,2.3,0.9,1.7,2.5,2.3,0.9,1.7,2.5,11.0,0.0,0.0,0.2,       .,       .,       .,       .,       .,       .,       .
888,WK195912,WK195912,5.3,0.1,0.2,4.0,5.3,0.1,0.2,3.8,5.3,0.1,0.1,1.4,       .,       .,       .,       .,       .,       .,       .
889,BU19591201,BU19591201,5.4,0.0,0.0,3.0,5.4,0.0,0.0,3.0,5.4,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
890,BU19591202,BU19591202,5.6,0.0,0.0,3.0,5.6,0.0,0.0,3.0,5.6,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
891,BU19591203,BU19591203,2.5,1.0,2.0,14.3,2.5,1.0,2.0,11.3,2.5,1.0,1.0,6.0,       .,       .,       .,       .,       .,       .,       .
892,BU19591291,BU19591291,4.3,0.1,0.8,6.7,4.3,0.1,0.8,6.0,4.3,0.1,0.7,2.6,       .,       .,       .,       .,       .,       .,       .
893,BU19591292,BU19591292,6.2,0.0,0.0,3.2,6.2,0.0,0.0,3.2,7.0,0.0,0.0,1.1,       .,       .,       .,       .,       .,       .,       .
894,WK195913,WK195913,2.7,0.8,1.6,2.0,2.7,0.8,1.6,2.0,11.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
895,BU19591301,BU19591301,2.6,0.9,1.4,2.0,2.6,0.9,1.4,2.0,11.4,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
896,BU19591302,BU19591302,2.9,0.5,2.0,2.0,2.9,0.5,2.0,2.0,12.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
897,BU19591303,BU19591303,3.2,0.0,2.0,2.0,3.2,0.0,2.0,2.0,11.8,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
898,BU19591391,BU19591391,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
899,WK195914,WK195914,1.2,1.0,1.0,2.4,1.2,1.0,1.0,2.4,10.3,0.0,0.0,0.4,       .,       .,       .,       .,       .,       .,       .
900,BU19591401,BU19591401,1.6,1.0,1.0,3.0,1.6,1.0,1.0,2.9,9.7,0.0,0.0,0.9,       .,       .,       .,       .,       .,       .,       .
901,BU19591402,BU19591402,0.7,1.0,1.0,2.1,0.7,1.0,1.0,2.1,10.3,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
902,BU19591403,BU19591403,0.7,1.0,1.0,2.0,0.7,1.0,1.0,2.0,11.2,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
903,BU19591491,BU19591491,1.5,1.0,1.0,2.2,1.5,1.0,1.0,2.1,10.9,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
904,BU19591492,BU19591492,3.1,0.5,1.2,2.4,3.1,0.5,1.2,2.2,10.7,0.0,0.0,0.2,       .,       .,       .,       .,       .,       .,       .
905,WK195915,WK195915,7.0,0.0,0.1,2.0,7.0,0.0,0.1,2.0,11.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
906,BU19591501,BU19591501,7.3,0.0,0.0,2.0,7.3,0.0,0.0,2.0,11.3,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
907,BU19591591,BU19591591,6.2,0.0,0.2,2.1,6.2,0.0,0.2,2.1,10.6,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
908,WK195916,WK195916,10.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,10.2,0.0,0.0,0.3,       .,       .,       .,       .,       .,       .,       .
909,BU19591601,BU19591601,10.0,0.0,0.0,0.9,10.0,0.0,0.0,0.9,10.2,0.0,0.0,0.2,       .,       .,       .,       .,       .,       .,       .
910,BU19591691,BU19591691,9.7,0.0,0.0,2.0,9.7,0.0,0.0,1.6,10.2,0.0,0.0,0.6,       .,       .,       .,       .,       .,       .,       .
911,WK195917,WK195917,7.4,0.0,0.0,7.5,7.4,0.0,0.0,6.6,8.4,0.0,0.0,1.9,       .,       .,       .,       .,       .,       .,       .
912,BU19591701,BU19591701,7.5,0.0,0.0,7.7,7.5,0.0,0.0,6.7,8.3,0.0,0.0,1.9,       .,       .,       .,       .,       .,       .,       .
913,BU19591791,BU19591791,6.5,0.0,0.0,3.3,6.5,0.0,0.0,3.0,9.8,0.0,0.0,0.5,       .,       .,       .,       .,       .,       .,       .
914,WK195918,WK195918,7.0,0.0,0.0,7.1,7.0,0.0,0.0,6.1,7.0,0.0,0.0,1.9,       .,       .,       .,       .,       .,       .,       .
915,BU19591801,BU19591801,6.4,0.0,0.0,7.8,6.4,0.0,0.0,6.8,6.4,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
916,BU19591891,BU19591891,7.8,0.0,0.0,6.0,7.8,0.0,0.0,5.0,7.8,0.0,0.0,1.8,       .,       .,       .,       .,       .,       .,       .
917,WK195919,WK195919,5.3,0.0,0.1,2.3,5.3,0.0,0.1,2.3,10.3,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
918,BU19591901,BU19591901,5.3,0.0,0.1,2.3,5.3,0.0,0.1,2.3,10.3,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
919,BU19591991,BU19591991,5.3,0.0,0.3,2.2,5.3,0.0,0.3,2.2,10.4,0.0,0.0,0.2,       .,       .,       .,       .,       .,       .,       .
920,GM0060,GM0060,4.5,0.5,0.5,1.0,4.5,0.5,0.5,1.0,29.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
921,WK006000,WK006000,4.5,0.5,0.5,1.0,4.5,0.5,0.5,1.0,29.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
922,BU00600000,BU00600000,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0,25.3,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
923,BU00600001,BU00600001,2.5,0.9,1.0,1.0,2.5,0.9,1.0,1.0,27.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
924,BU00600002,BU00600002,5.5,0.0,0.0,1.0,5.5,0.0,0.0,1.0,30.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
925,BU00600003,BU00600003,9.2,0.0,0.0,1.0,9.2,0.0,0.0,1.0,34.6,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
926,BU00600007,BU00600007,5.6,0.1,0.3,1.0,5.6,0.1,0.3,1.0,31.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
927,BU00600008,BU00600008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
928,BU00600009,BU00600009,8.8,0.0,0.0,1.0,8.8,0.0,0.0,1.0,34.2,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
929,GM0307,GM0307,1.2,7.2,15.5,29.9,1.4,6.2,13.2,24.8,1.7,3.9,8.6,16.9,       .,       .,       .,       .,       .,       .,       .
930,WK030701,WK030701,1.0,17.4,21.4,30.8,1.0,14.6,18.0,25.2,1.4,9.6,13.0,17.8,       .,       .,       .,       .,       .,       .,       .
931,BU03070100,BU03070100,1.1,18.0,21.0,30.9,1.1,15.0,18.0,24.9,1.6,10.0,13.0,17.8,       .,       .,       .,       .,       .,       .,       .
932,BU03070101,BU03070101,1.3,18.0,21.4,31.7,1.3,15.0,18.0,25.9,1.4,10.0,13.0,18.3,       .,       .,       .,       .,       .,       .,       .
933,BU03070102,BU03070102,1.2,18.0,21.0,31.0,1.2,15.0,18.0,25.0,1.2,10.0,13.0,18.0,       .,       .,       .,       .,       .,       .,       .
934,BU03070103,BU03070103,1.1,18.0,21.0,30.1,1.1,15.0,18.0,24.1,1.6,10.0,13.0,17.1,       .,       .,       .,       .,       .,       .,       .
935,BU03070104,BU03070104,0.9,17.4,21.6,31.5,0.9,14.9,18.0,25.8,1.3,9.6,13.0,18.2,       .,       .,       .,       .,       .,       .,       .
