ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSemiPublicGreenTotal_83,DistanceToSportsArea_84,DistanceToAllotmentGarden_85,DistanceToRecreationalArea_86,DistanceToCemetery_87,DistanceToRecreationalInlandWaters_88,DistanceToMainRoadEntrance_89,DistanceToTrainStationAllTypes_90,DistanceToImportantTransferStation_91,DistanceToLibrary_92,DistanceToSwimmingPool_93,DistanceToArtificialIceSkatingRink_94,DistanceToMuseum_95,Within5Km_96,Within10Km_97,Within20Km_98
8292,BU04053002,BU04053002,       .,       .,       .,       .,       .,       .,2.2,2.7,4.6,2.7,3.5,3.5,4.2,1.5,3.0,13.0
8293,BU04053004,BU04053004,       .,       .,       .,       .,       .,       .,1.0,3.1,3.7,1.7,2.6,2.1,3.3,3.0,3.0,15.0
8294,BU04053005,BU04053005,       .,       .,       .,       .,       .,       .,1.4,3.0,4.1,2.2,3.1,2.6,3.7,2.6,3.0,15.0
8295,BU04053006,BU04053006,       .,       .,       .,       .,       .,       .,1.6,3.0,4.6,2.7,3.5,3.1,4.2,1.4,3.0,13.3
8296,WK040531,WK040531,       .,       .,       .,       .,       .,       .,2.5,1.7,4.1,1.7,3.0,4.2,3.6,2.4,3.0,13.2
8297,BU04053100,BU04053100,       .,       .,       .,       .,       .,       .,2.6,1.1,3.4,1.1,2.3,3.9,3.0,3.0,3.0,14.3
8298,BU04053101,BU04053101,       .,       .,       .,       .,       .,       .,2.7,1.2,3.9,1.2,2.8,4.4,3.5,2.9,3.0,13.8
8299,BU04053102,BU04053102,       .,       .,       .,       .,       .,       .,2.5,1.9,4.5,1.9,3.4,4.9,4.1,1.6,3.0,12.0
8300,BU04053103,BU04053103,       .,       .,       .,       .,       .,       .,2.4,2.1,3.9,1.9,2.8,3.7,3.5,2.8,3.0,14.0
8301,BU04053104,BU04053104,       .,       .,       .,       .,       .,       .,2.5,1.7,4.2,1.7,3.1,4.4,3.7,2.3,3.0,12.8
8302,WK040532,WK040532,       .,       .,       .,       .,       .,       .,2.7,1.1,3.5,1.1,2.4,4.1,3.1,3.0,3.0,13.9
8303,BU04053200,BU04053200,       .,       .,       .,       .,       .,       .,2.5,1.5,3.0,1.5,1.9,3.6,2.6,3.0,3.0,14.0
8304,BU04053201,BU04053201,       .,       .,       .,       .,       .,       .,2.8,1.1,3.5,1.1,2.4,4.1,3.0,3.0,3.0,14.0
8305,BU04053202,BU04053202,       .,       .,       .,       .,       .,       .,2.7,0.9,3.6,0.9,2.6,4.2,3.2,3.0,3.0,14.0
8306,BU04053203,BU04053203,       .,       .,       .,       .,       .,       .,2.6,0.9,4.0,0.9,2.9,4.6,3.5,3.0,3.0,13.6
8307,WK040533,WK040533,       .,       .,       .,       .,       .,       .,1.8,1.4,4.2,1.4,3.9,5.6,3.9,2.6,3.0,12.6
8308,BU04053300,BU04053300,       .,       .,       .,       .,       .,       .,2.0,0.7,3.2,0.7,3.2,4.8,2.9,3.0,3.0,14.0
8309,BU04053301,BU04053301,       .,       .,       .,       .,       .,       .,1.9,0.3,3.6,0.3,3.3,4.9,3.4,3.0,3.0,13.9
8310,BU04053302,BU04053302,       .,       .,       .,       .,       .,       .,2.2,0.8,4.4,0.8,3.3,5.0,3.9,3.0,3.0,12.2
8311,BU04053303,BU04053303,       .,       .,       .,       .,       .,       .,1.6,0.9,3.9,0.9,3.6,5.2,3.6,3.0,3.0,13.0
8312,BU04053304,BU04053304,       .,       .,       .,       .,       .,       .,1.1,1.1,3.3,1.1,3.3,5.1,3.0,3.0,3.0,14.0
8313,BU04053305,BU04053305,       .,       .,       .,       .,       .,       .,1.2,1.7,3.9,1.7,4.1,5.9,3.7,3.0,3.0,12.6
8314,BU04053306,BU04053306,       .,       .,       .,       .,       .,       .,2.1,2.2,4.8,2.2,4.7,6.3,4.6,1.9,3.0,11.6
8315,BU04053307,BU04053307,       .,       .,       .,       .,       .,       .,2.1,1.7,4.8,1.7,4.1,5.8,4.5,2.5,3.0,11.7
8316,BU04053308,BU04053308,       .,       .,       .,       .,       .,       .,2.2,1.4,4.9,1.4,3.8,5.5,4.5,2.6,3.0,12.0
8317,BU04053309,BU04053309,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8318,WK040534,WK040534,       .,       .,       .,       .,       .,       .,1.5,2.6,4.2,2.6,4.5,6.3,3.9,2.3,3.0,11.5
8319,BU04053400,BU04053400,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8320,BU04053401,BU04053401,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8321,BU04053402,BU04053402,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8322,WK040535,WK040535,       .,       .,       .,       .,       .,       .,1.1,3.4,5.8,3.4,4.6,4.5,5.3,0.2,3.0,11.5
8323,BU04053501,BU04053501,       .,       .,       .,       .,       .,       .,0.7,3.7,6.0,3.7,4.9,4.4,5.6,0.0,3.0,11.7
8324,BU04053502,BU04053502,       .,       .,       .,       .,       .,       .,0.7,3.7,6.1,3.7,4.9,4.5,5.7,0.0,3.0,11.7
8325,BU04053503,BU04053503,       .,       .,       .,       .,       .,       .,1.3,3.2,5.5,3.2,4.4,4.2,5.0,0.4,3.0,11.5
8326,BU04053504,BU04053504,       .,       .,       .,       .,       .,       .,1.2,3.2,5.6,3.2,4.5,4.5,5.1,0.3,3.0,11.1
8327,BU04053505,BU04053505,       .,       .,       .,       .,       .,       .,2.5,2.7,5.3,2.7,4.2,5.5,4.9,0.5,3.0,11.3
8328,BU04053506,BU04053506,       .,       .,       .,       .,       .,       .,1.6,3.0,5.5,3.0,4.4,4.8,5.0,0.3,3.0,11.1
8329,WK040536,WK040536,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8330,BU04053600,BU04053600,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8331,GM1507,GM1507,       .,       .,       .,       .,       .,       .,1.6,5.1,14.2,4.0,4.4,46.2,4.1,0.9,2.2,9.1
8332,WK150700,WK150700,       .,       .,       .,       .,       .,       .,4.7,7.3,16.8,7.3,6.8,33.4,7.1,0.0,1.0,10.0
8333,BU15070000,BU15070000,       .,       .,       .,       .,       .,       .,4.8,7.2,16.7,7.2,6.7,33.4,7.0,0.0,1.0,10.0
8334,BU15070009,BU15070009,       .,       .,       .,       .,       .,       .,4.0,8.0,17.5,8.0,7.5,34.1,7.8,0.0,1.0,10.0
