ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSemiPublicGreenTotal_83,DistanceToSportsArea_84,DistanceToAllotmentGarden_85,DistanceToRecreationalArea_86,DistanceToCemetery_87,DistanceToRecreationalInlandWaters_88,DistanceToMainRoadEntrance_89,DistanceToTrainStationAllTypes_90,DistanceToImportantTransferStation_91,DistanceToLibrary_92,DistanceToSwimmingPool_93,DistanceToArtificialIceSkatingRink_94,DistanceToMuseum_95,Within5Km_96,Within10Km_97,Within20Km_98
1074,BU03072701,BU03072701,       .,       .,       .,       .,       .,       .,1.4,6.4,6.7,3.2,2.8,27.3,5.4,1.1,6.7,15.2
1075,BU03072709,BU03072709,       .,       .,       .,       .,       .,       .,1.0,3.4,3.4,2.2,2.2,25.5,2.1,4.9,6.6,17.6
1076,WK030728,WK030728,       .,       .,       .,       .,       .,       .,1.5,2.3,8.9,2.1,4.4,30.5,7.3,0.0,6.5,16.1
1077,BU03072800,BU03072800,       .,       .,       .,       .,       .,       .,1.5,2.3,9.2,2.1,4.6,30.5,7.7,0.0,6.8,16.4
1078,BU03072801,BU03072801,       .,       .,       .,       .,       .,       .,0.8,3.0,8.5,2.9,3.9,29.8,7.1,0.0,7.0,16.0
1079,BU03072802,BU03072802,       .,       .,       .,       .,       .,       .,2.1,1.9,9.6,1.7,4.9,31.1,7.4,0.0,5.9,15.9
1080,BU03072803,BU03072803,       .,       .,       .,       .,       .,       .,1.0,2.7,8.1,2.5,4.0,30.0,6.8,0.0,7.0,16.0
1081,BU03072804,BU03072804,       .,       .,       .,       .,       .,       .,1.7,1.4,7.7,1.5,3.8,30.5,6.3,0.0,6.1,16.2
1082,WK030729,WK030729,       .,       .,       .,       .,       .,       .,2.8,1.0,9.1,0.8,4.5,31.7,6.6,0.0,5.1,15.0
1083,BU03072900,BU03072900,       .,       .,       .,       .,       .,       .,2.9,1.4,9.3,1.1,4.8,31.8,6.9,0.0,5.1,15.0
1084,BU03072901,BU03072901,       .,       .,       .,       .,       .,       .,2.8,0.6,9.0,0.4,4.1,31.7,6.1,0.0,5.0,15.0
1085,BU03072902,BU03072902,       .,       .,       .,       .,       .,       .,2.7,0.7,8.7,0.5,4.2,31.5,6.3,0.0,5.3,15.0
1086,WK030730,WK030730,       .,       .,       .,       .,       .,       .,2.1,1.4,8.1,1.0,4.4,30.9,6.6,0.0,6.0,15.9
1087,BU03073000,BU03073000,       .,       .,       .,       .,       .,       .,2.4,1.3,8.3,1.0,4.6,31.1,6.7,0.0,6.0,15.6
1088,BU03073001,BU03073001,       .,       .,       .,       .,       .,       .,2.0,1.4,7.9,1.1,4.3,30.7,6.5,0.0,6.0,16.1
1089,WK030731,WK030731,       .,       .,       .,       .,       .,       .,2.5,1.7,9.8,1.5,4.9,31.6,7.0,0.0,5.7,15.3
1090,BU03073100,BU03073100,       .,       .,       .,       .,       .,       .,1.8,0.5,9.3,1.0,3.1,31.9,5.2,0.2,5.0,14.5
1091,BU03073101,BU03073101,       .,       .,       .,       .,       .,       .,3.0,0.9,9.5,0.8,4.4,32.0,6.4,0.0,5.0,14.9
1092,BU03073102,BU03073102,       .,       .,       .,       .,       .,       .,2.7,1.3,9.9,1.1,4.8,31.7,6.9,0.0,6.0,15.1
1093,BU03073103,BU03073103,       .,       .,       .,       .,       .,       .,2.2,2.1,9.9,1.9,5.2,31.2,7.6,0.0,6.0,16.0
1094,BU03073104,BU03073104,       .,       .,       .,       .,       .,       .,2.2,2.8,9.9,2.6,5.3,31.2,7.1,0.0,6.0,15.0
1095,BU03073105,BU03073105,       .,       .,       .,       .,       .,       .,2.7,2.2,10.7,2.6,4.4,33.0,5.6,0.0,3.9,13.6
1096,BU03073106,BU03073106,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1097,WK030732,WK030732,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1098,BU03073201,BU03073201,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1099,WK030733,WK030733,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1100,BU03073301,BU03073301,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1101,BU03073302,BU03073302,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1102,BU03073303,BU03073303,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1103,BU03073304,BU03073304,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1104,WK030734,WK030734,       .,       .,       .,       .,       .,       .,1.0,2.8,2.8,4.1,5.6,21.3,1.8,4.9,7.0,23.9
1105,BU03073401,BU03073401,       .,       .,       .,       .,       .,       .,1.9,2.0,2.0,3.4,4.8,22.7,0.8,5.2,7.0,23.2
1106,BU03073402,BU03073402,       .,       .,       .,       .,       .,       .,0.2,3.0,3.0,4.4,6.0,20.3,2.1,4.8,7.0,24.5
1107,BU03073403,BU03073403,       .,       .,       .,       .,       .,       .,0.6,3.2,3.2,4.5,6.0,20.7,2.5,4.8,7.0,24.2
1108,GM0362,GM0362,       .,       .,       .,       .,       .,       .,1.6,6.4,6.5,1.9,2.8,12.0,2.4,2.5,21.2,54.2
1109,WK036201,WK036201,       .,       .,       .,       .,       .,       .,2.1,3.7,3.7,2.1,3.8,9.3,2.2,2.6,46.3,54.6
1110,BU03620101,BU03620101,       .,       .,       .,       .,       .,       .,1.9,3.9,3.9,1.9,3.6,9.5,1.9,2.2,46.4,54.9
1111,BU03620102,BU03620102,       .,       .,       .,       .,       .,       .,2.3,3.7,3.7,2.2,4.0,9.3,2.3,2.8,46.2,54.4
1112,WK036202,WK036202,       .,       .,       .,       .,       .,       .,1.7,5.2,5.2,1.6,3.3,10.8,1.2,2.4,33.7,54.7
1113,BU03620201,BU03620201,       .,       .,       .,       .,       .,       .,2.0,4.6,4.6,1.9,3.6,10.2,1.7,2.0,43.7,55.0
1114,BU03620202,BU03620202,       .,       .,       .,       .,       .,       .,1.6,5.5,5.5,1.5,3.2,11.1,1.0,2.5,29.5,54.5
1115,WK036203,WK036203,       .,       .,       .,       .,       .,       .,1.3,4.5,4.5,1.3,3.0,10.1,1.3,3.0,41.8,54.8
1116,BU03620301,BU03620301,       .,       .,       .,       .,       .,       .,0.8,5.2,5.2,0.8,2.5,10.8,0.8,3.0,36.4,55.0
1117,BU03620302,BU03620302,       .,       .,       .,       .,       .,       .,1.1,4.6,4.6,1.1,2.8,10.1,1.1,3.0,42.8,55.0
1118,BU03620303,BU03620303,       .,       .,       .,       .,       .,       .,2.0,3.8,3.8,2.0,3.7,9.3,2.0,3.0,45.9,54.8
1119,BU03620304,BU03620304,       .,       .,       .,       .,       .,       .,1.4,4.4,4.4,1.5,3.1,10.0,1.5,3.0,43.6,54.6
1120,WK036204,WK036204,       .,       .,       .,       .,       .,       .,1.0,5.2,5.2,1.0,2.5,10.7,1.0,3.0,32.6,54.2
1121,BU03620401,BU03620401,       .,       .,       .,       .,       .,       .,1.0,5.2,5.2,1.0,2.5,10.7,1.0,3.0,32.6,54.2
1122,WK036205,WK036205,       .,       .,       .,       .,       .,       .,3.0,3.2,3.2,2.3,4.8,8.8,3.2,2.5,46.8,54.0
1123,BU03620501,BU03620501,       .,       .,       .,       .,       .,       .,3.0,3.2,3.2,2.3,4.8,8.8,3.2,2.5,46.8,54.0
1124,BU03620502,BU03620502,       .,       .,       .,       .,       .,       .,2.6,3.2,3.2,2.4,4.5,8.8,2.9,2.9,46.7,54.0
1125,WK036206,WK036206,       .,       .,       .,       .,       .,       .,1.3,4.6,4.6,2.5,3.6,10.2,2.6,3.0,38.2,53.7
1126,BU03620601,BU03620601,       .,       .,       .,       .,       .,       .,2.0,3.9,3.9,2.8,4.3,9.5,2.8,3.0,45.5,53.9
1127,BU03620602,BU03620602,       .,       .,       .,       .,       .,       .,1.5,4.3,4.3,2.7,4.0,9.9,2.7,3.0,44.2,53.6
1128,BU03620603,BU03620603,       .,       .,       .,       .,       .,       .,0.8,5.0,5.0,2.5,3.5,10.6,2.5,3.0,35.3,53.2
1129,BU03620604,BU03620604,       .,       .,       .,       .,       .,       .,0.9,5.3,5.3,2.2,2.7,10.9,2.3,3.0,27.3,54.0
1130,WK036207,WK036207,       .,       .,       .,       .,       .,       .,1.1,4.3,5.6,2.0,4.5,9.4,2.0,2.6,28.4,53.0
1131,BU03620701,BU03620701,       .,       .,       .,       .,       .,       .,1.8,3.7,5.1,2.7,4.5,8.8,2.8,2.3,40.0,53.0
1132,BU03620702,BU03620702,       .,       .,       .,       .,       .,       .,0.5,4.8,5.9,1.4,4.4,10.0,1.3,2.9,18.5,53.0
1133,WK036208,WK036208,       .,       .,       .,       .,       .,       .,1.0,6.6,6.6,1.4,1.2,12.2,1.2,2.7,12.1,54.9
1134,BU03620801,BU03620801,       .,       .,       .,       .,       .,       .,1.2,6.3,6.3,1.6,2.3,11.9,0.2,2.3,15.5,57.5
1135,BU03620802,BU03620802,       .,       .,       .,       .,       .,       .,0.6,6.3,6.3,1.0,1.4,11.9,0.7,2.9,14.9,55.0
1136,BU03620803,BU03620803,       .,       .,       .,       .,       .,       .,0.7,6.2,6.2,1.2,1.4,11.8,1.2,3.0,14.2,54.2
1137,BU03620804,BU03620804,       .,       .,       .,       .,       .,       .,1.1,6.8,6.8,1.5,1.0,12.4,1.3,2.3,10.8,55.0
1138,BU03620805,BU03620805,       .,       .,       .,       .,       .,       .,1.1,6.6,6.6,1.6,1.0,12.2,1.6,3.0,10.8,54.6
1139,BU03620806,BU03620806,       .,       .,       .,       .,       .,       .,1.7,7.5,7.5,2.1,1.0,13.1,2.0,2.0,7.6,54.9
1140,WK036209,WK036209,       .,       .,       .,       .,       .,       .,2.1,6.7,6.7,2.7,1.8,12.3,2.7,3.0,9.1,54.0
1141,BU03620901,BU03620901,       .,       .,       .,       .,       .,       .,1.7,6.5,6.5,2.4,2.1,12.0,2.5,3.0,9.9,54.0
1142,BU03620902,BU03620902,       .,       .,       .,       .,       .,       .,1.9,6.6,6.6,2.5,1.5,12.1,2.5,3.0,10.1,54.0
1143,BU03620903,BU03620903,       .,       .,       .,       .,       .,       .,2.0,6.7,6.7,2.7,1.9,12.3,2.7,3.0,9.2,54.0
1144,BU03620904,BU03620904,       .,       .,       .,       .,       .,       .,2.2,6.8,6.8,2.6,1.6,12.4,2.7,3.0,9.2,54.0
1145,BU03620905,BU03620905,       .,       .,       .,       .,       .,       .,2.5,7.1,7.1,2.9,1.9,12.7,3.0,3.0,7.7,54.0
1146,WK036210,WK036210,       .,       .,       .,       .,       .,       .,2.4,7.9,7.9,3.2,2.2,13.5,3.3,2.1,4.7,53.9
1147,BU03621001,BU03621001,       .,       .,       .,       .,       .,       .,2.3,7.9,7.9,2.8,1.6,13.4,2.8,2.0,5.1,54.2
1148,BU03621002,BU03621002,       .,       .,       .,       .,       .,       .,2.3,7.7,7.7,3.0,1.9,13.3,3.1,2.0,5.3,54.2
1149,BU03621003,BU03621003,       .,       .,       .,       .,       .,       .,2.9,7.6,7.6,3.4,2.3,13.2,3.5,2.3,5.7,54.0
1150,BU03621004,BU03621004,       .,       .,       .,       .,       .,       .,1.6,8.3,8.3,2.8,2.2,13.9,2.9,2.0,4.1,54.0
1151,BU03621005,BU03621005,       .,       .,       .,       .,       .,       .,2.9,8.1,8.1,3.9,2.7,13.7,3.9,2.0,3.9,53.3
1152,WK036211,WK036211,       .,       .,       .,       .,       .,       .,1.0,9.0,9.0,0.9,2.7,14.6,3.0,2.0,4.3,55.2
1153,BU03621101,BU03621101,       .,       .,       .,       .,       .,       .,0.9,8.2,8.2,1.4,2.0,13.8,2.2,2.0,5.0,57.4
1154,BU03621102,BU03621102,       .,       .,       .,       .,       .,       .,1.2,9.2,9.2,0.8,3.0,14.8,3.3,2.0,4.0,54.2
1155,BU03621103,BU03621103,       .,       .,       .,       .,       .,       .,1.3,8.8,8.8,0.8,2.6,14.4,2.8,2.0,4.0,54.1
1156,BU03621104,BU03621104,       .,       .,       .,       .,       .,       .,1.3,8.5,8.5,2.3,2.2,14.1,2.5,2.0,4.0,54.0
1157,BU03621105,BU03621105,       .,       .,       .,       .,       .,       .,0.6,9.6,9.6,0.5,3.3,15.2,3.6,2.0,4.0,55.2
1158,BU03621106,BU03621106,       .,       .,       .,       .,       .,       .,1.1,9.5,9.5,0.6,3.3,15.1,3.5,2.0,4.0,54.0
1159,WK036212,WK036212,       .,       .,       .,       .,       .,       .,0.9,10.0,10.0,1.2,3.8,15.7,4.1,1.8,4.0,52.9
1160,BU03621201,BU03621201,       .,       .,       .,       .,       .,       .,0.8,10.1,10.1,1.0,4.0,15.9,4.3,1.6,4.0,52.4
1161,BU03621202,BU03621202,       .,       .,       .,       .,       .,       .,1.2,10.1,10.1,1.1,3.9,15.7,4.1,1.9,4.0,52.8
1162,BU03621203,BU03621203,       .,       .,       .,       .,       .,       .,0.7,9.8,9.8,1.6,3.5,15.4,3.8,2.0,4.0,53.8
1163,BU03621204,BU03621204,       .,       .,       .,       .,       .,       .,0.8,10.2,10.2,1.5,4.5,16.3,4.7,1.0,4.0,51.6
1164,WK036213,WK036213,       .,       .,       .,       .,       .,       .,2.7,9.4,10.2,3.7,5.2,14.9,5.5,0.6,3.8,51.0
1165,BU03621301,BU03621301,       .,       .,       .,       .,       .,       .,3.0,9.2,10.2,4.0,5.4,14.4,5.5,0.6,3.8,51.1
1166,BU03621302,BU03621302,       .,       .,       .,       .,       .,       .,1.0,10.0,10.0,2.4,4.3,17.1,5.4,0.2,3.7,50.8
1167,WK036214,WK036214,       .,       .,       .,       .,       .,       .,1.5,4.9,4.9,2.5,4.0,10.7,2.7,2.0,34.7,56.4
1168,BU03621401,BU03621401,       .,       .,       .,       .,       .,       .,1.8,4.0,4.0,2.7,4.3,9.8,2.6,2.0,41.6,55.5
1169,BU03621402,BU03621402,       .,       .,       .,       .,       .,       .,0.5,8.7,8.7,2.0,3.0,14.3,2.8,2.0,5.5,60.0
1170,GM0363,GM0363,       .,       .,       .,       .,       .,       .,2.2,2.8,3.9,1.3,2.2,7.3,2.5,20.8,43.2,63.3
1171,WK0363AA,WK0363AA,       .,       .,       .,       .,       .,       .,3.4,1.6,1.6,1.3,1.4,6.5,1.2,41.4,47.0,67.2
1172,BU0363AA01,BU0363AA01,       .,       .,       .,       .,       .,       .,2.9,2.1,2.1,0.9,1.1,6.9,1.4,41.0,47.0,67.0
1173,BU0363AA02,BU0363AA02,       .,       .,       .,       .,       .,       .,3.2,1.9,1.9,1.1,1.4,6.8,1.5,41.0,47.0,67.0
1174,BU0363AA03,BU0363AA03,       .,       .,       .,       .,       .,       .,3.8,1.2,1.2,1.7,1.8,6.5,1.5,41.0,47.0,67.0
1175,BU0363AA04,BU0363AA04,       .,       .,       .,       .,       .,       .,2.7,2.0,2.0,0.6,0.9,6.8,1.1,41.5,47.0,67.5
1176,BU0363AA05,BU0363AA05,       .,       .,       .,       .,       .,       .,3.3,1.6,1.6,1.2,1.1,6.4,0.9,41.6,47.0,67.2
1177,BU0363AA06,BU0363AA06,       .,       .,       .,       .,       .,       .,3.6,1.3,1.3,1.5,1.3,6.1,0.8,42.1,47.0,67.7
1178,WK0363AB,WK0363AB,       .,       .,       .,       .,       .,       .,3.2,2.3,2.3,1.1,0.8,6.8,0.6,42.9,48.0,68.1
1179,BU0363AB01,BU0363AB01,       .,       .,       .,       .,       .,       .,3.0,2.1,2.1,0.8,0.4,7.0,0.9,42.8,47.4,68.0
1180,BU0363AB02,BU0363AB02,       .,       .,       .,       .,       .,       .,3.5,1.8,1.8,1.3,0.8,6.7,0.7,42.4,47.0,67.7
1181,BU0363AB03,BU0363AB03,       .,       .,       .,       .,       .,       .,3.4,1.9,1.9,1.1,0.5,6.8,0.4,43.0,47.2,68.0
1182,BU0363AB04,BU0363AB04,       .,       .,       .,       .,       .,       .,2.7,2.5,2.5,0.8,0.3,7.2,0.7,43.0,48.0,68.0
1183,BU0363AB05,BU0363AB05,       .,       .,       .,       .,       .,       .,3.3,2.2,2.2,1.1,0.5,7.0,0.4,42.9,47.5,67.9
1184,BU0363AB06,BU0363AB06,       .,       .,       .,       .,       .,       .,2.5,2.6,2.6,1.1,0.6,7.0,0.6,43.0,49.0,68.8
1185,BU0363AB07,BU0363AB07,       .,       .,       .,       .,       .,       .,2.9,2.3,2.3,1.3,0.7,6.9,0.3,42.9,48.0,68.3
1186,BU0363AB08,BU0363AB08,       .,       .,       .,       .,       .,       .,2.9,2.7,2.7,1.0,1.0,6.8,0.8,43.0,49.0,68.4
1187,BU0363AB09,BU0363AB09,       .,       .,       .,       .,       .,       .,3.1,2.8,2.8,1.0,1.3,6.2,0.6,43.0,49.0,69.0
1188,BU0363AB10,BU0363AB10,       .,       .,       .,       .,       .,       .,3.2,2.6,2.6,1.1,1.2,6.6,0.7,43.0,48.9,68.2
1189,BU0363AB11,BU0363AB11,       .,       .,       .,       .,       .,       .,3.3,2.6,2.6,1.1,1.3,6.1,0.5,43.0,49.0,68.3
1190,WK0363AC,WK0363AC,       .,       .,       .,       .,       .,       .,3.6,1.8,1.8,1.5,1.2,6.3,0.5,42.7,47.9,68.0
1191,BU0363AC01,BU0363AC01,       .,       .,       .,       .,       .,       .,3.8,1.5,1.5,1.6,1.2,6.3,0.6,42.3,47.1,67.9
1192,BU0363AC02,BU0363AC02,       .,       .,       .,       .,       .,       .,3.5,1.8,1.8,1.5,1.0,6.5,0.5,43.0,47.7,68.0
1193,BU0363AC03,BU0363AC03,       .,       .,       .,       .,       .,       .,3.5,2.0,2.0,1.5,1.4,6.3,0.4,42.9,48.4,68.0
1194,BU0363AC04,BU0363AC04,       .,       .,       .,       .,       .,       .,3.7,2.3,2.3,1.5,1.5,6.0,0.2,42.7,49.0,68.0
1195,WK0363AD,WK0363AD,       .,       .,       .,       .,       .,       .,4.0,1.5,1.5,1.7,1.6,6.0,0.5,42.4,47.6,67.8
1196,BU0363AD01,BU0363AD01,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1197,BU0363AD02,BU0363AD02,       .,       .,       .,       .,       .,       .,4.0,1.3,1.3,1.6,1.6,6.0,0.8,42.5,47.0,67.8
1198,BU0363AD03,BU0363AD03,       .,       .,       .,       .,       .,       .,4.2,1.0,1.0,1.3,1.8,5.7,0.4,42.9,47.0,67.9
1199,BU0363AD04,BU0363AD04,       .,       .,       .,       .,       .,       .,3.8,1.6,1.6,1.8,1.3,6.2,0.6,42.4,47.4,68.0
1200,BU0363AD05,BU0363AD05,       .,       .,       .,       .,       .,       .,4.2,1.2,1.2,1.5,1.8,5.9,0.4,42.2,47.3,67.8
1201,BU0363AD06,BU0363AD06,       .,       .,       .,       .,       .,       .,3.9,1.8,1.8,1.8,1.6,6.1,0.4,42.4,48.4,68.0
1202,BU0363AD07,BU0363AD07,       .,       .,       .,       .,       .,       .,3.9,1.5,1.5,1.8,1.6,6.0,0.3,42.2,48.2,67.9
1203,BU0363AD08,BU0363AD08,       .,       .,       .,       .,       .,       .,4.3,1.8,1.8,2.0,1.9,5.9,0.3,42.3,48.6,66.7
1204,WK0363AE,WK0363AE,       .,       .,       .,       .,       .,       .,4.4,1.1,1.1,1.2,2.1,5.4,0.3,43.0,47.4,66.6
1205,BU0363AE01,BU0363AE01,       .,       .,       .,       .,       .,       .,4.6,0.8,0.8,1.0,2.4,5.2,0.2,43.1,47.0,65.2
1206,BU0363AE02,BU0363AE02,       .,       .,       .,       .,       .,       .,4.4,1.1,1.1,1.3,2.1,5.5,0.3,43.0,47.1,66.2
1207,BU0363AE03,BU0363AE03,       .,       .,       .,       .,       .,       .,4.4,1.0,1.0,1.1,2.1,5.3,0.3,43.0,47.3,67.3
1208,BU0363AE04,BU0363AE04,       .,       .,       .,       .,       .,       .,4.1,1.4,1.4,1.7,1.9,5.8,0.4,42.3,48.0,67.9
1209,BU0363AE05,BU0363AE05,       .,       .,       .,       .,       .,       .,4.3,1.4,1.4,1.5,1.9,5.6,0.5,43.0,48.1,67.3
1210,WK0363AF,WK0363AF,       .,       .,       .,       .,       .,       .,4.8,1.3,1.3,1.3,2.4,4.8,0.6,44.2,47.3,62.4
1211,BU0363AF01,BU0363AF01,       .,       .,       .,       .,       .,       .,5.0,0.6,0.6,0.2,2.8,5.3,1.0,43.0,47.0,65.0
1212,BU0363AF02,BU0363AF02,       .,       .,       .,       .,       .,       .,5.0,0.9,0.9,1.0,2.7,4.9,0.7,44.2,47.0,62.1
1213,BU0363AF03,BU0363AF03,       .,       .,       .,       .,       .,       .,5.2,0.8,0.8,0.9,2.8,4.8,0.9,44.3,47.0,61.3
1214,BU0363AF04,BU0363AF04,       .,       .,       .,       .,       .,       .,4.9,1.4,1.4,1.5,2.6,4.3,0.6,45.3,47.0,61.1
1215,BU0363AF05,BU0363AF05,       .,       .,       .,       .,       .,       .,4.7,1.1,1.1,1.1,2.4,5.1,0.5,43.8,47.1,63.1
1216,BU0363AF06,BU0363AF06,       .,       .,       .,       .,       .,       .,4.8,1.6,1.6,1.7,2.3,4.6,0.5,44.6,47.2,61.8
1217,BU0363AF07,BU0363AF07,       .,       .,       .,       .,       .,       .,4.8,1.7,1.7,1.7,2.4,4.2,0.6,45.0,47.1,61.6
1218,BU0363AF08,BU0363AF08,       .,       .,       .,       .,       .,       .,4.6,1.3,1.3,1.4,2.2,5.4,0.7,43.0,47.9,63.5
1219,BU0363AF09,BU0363AF09,       .,       .,       .,       .,       .,       .,4.5,1.7,1.7,1.8,2.1,4.6,0.3,44.4,48.0,61.9
1220,WK0363AG,WK0363AG,       .,       .,       .,       .,       .,       .,3.7,2.4,2.4,1.9,1.4,5.2,0.4,42.9,49.7,64.4
1221,BU0363AG01,BU0363AG01,       .,       .,       .,       .,       .,       .,3.5,2.3,2.3,1.7,1.3,5.8,0.3,42.3,49.4,68.0
1222,BU0363AG02,BU0363AG02,       .,       .,       .,       .,       .,       .,4.0,2.1,2.1,2.1,1.5,5.5,0.3,43.1,49.8,64.6
1223,BU0363AG03,BU0363AG03,       .,       .,       .,       .,       .,       .,3.9,2.0,2.0,1.9,1.7,5.0,0.4,43.7,49.3,62.9
1224,BU0363AG04,BU0363AG04,       .,       .,       .,       .,       .,       .,3.6,2.5,2.5,1.9,1.1,5.7,0.4,42.2,49.7,67.2
1225,BU0363AG05,BU0363AG05,       .,       .,       .,       .,       .,       .,3.7,2.5,2.5,1.9,1.1,5.3,0.3,42.9,50.0,64.6
1226,BU0363AG06,BU0363AG06,       .,       .,       .,       .,       .,       .,3.7,2.7,2.7,1.8,1.6,4.8,0.4,43.0,49.7,62.0
1227,WK0363AH,WK0363AH,       .,       .,       .,       .,       .,       .,3.4,2.8,2.9,1.6,1.1,5.1,0.6,42.6,49.9,64.8
1228,BU0363AH01,BU0363AH01,       .,       .,       .,       .,       .,       .,3.2,2.6,2.6,1.4,1.0,5.8,0.2,43.0,50.0,69.0
1229,BU0363AH02,BU0363AH02,       .,       .,       .,       .,       .,       .,3.3,2.7,2.7,1.6,0.7,5.5,0.3,42.6,50.0,68.6
1230,BU0363AH03,BU0363AH03,       .,       .,       .,       .,       .,       .,3.6,2.9,2.9,1.7,1.1,5.2,0.6,42.6,49.9,64.5
1231,BU0363AH04,BU0363AH04,       .,       .,       .,       .,       .,       .,3.4,2.7,2.9,1.5,1.6,4.5,0.6,42.8,49.9,62.0
1232,BU0363AH05,BU0363AH05,       .,       .,       .,       .,       .,       .,3.1,2.9,2.9,1.3,1.1,6.0,0.4,43.0,49.8,69.0
1233,BU0363AH06,BU0363AH06,       .,       .,       .,       .,       .,       .,3.2,2.9,2.9,1.5,0.6,5.5,0.4,42.8,50.0,68.9
1234,BU0363AH07,BU0363AH07,       .,       .,       .,       .,       .,       .,3.5,3.0,3.1,1.6,1.1,5.0,0.9,42.6,49.9,63.9
1235,BU0363AH08,BU0363AH08,       .,       .,       .,       .,       .,       .,3.3,2.7,2.9,1.4,1.4,4.5,0.9,42.4,50.0,62.0
1236,WK0363AJ,WK0363AJ,       .,       .,       .,       .,       .,       .,4.1,1.9,2.3,1.6,1.6,3.8,0.6,43.4,48.3,62.0
1237,BU0363AJ01,BU0363AJ01,       .,       .,       .,       .,       .,       .,4.1,2.1,2.1,1.8,1.6,4.1,0.4,43.6,48.7,62.0
1238,BU0363AJ02,BU0363AJ02,       .,       .,       .,       .,       .,       .,4.2,1.7,2.4,1.5,1.8,3.6,0.5,43.6,47.4,61.9
1239,BU0363AJ03,BU0363AJ03,       .,       .,       .,       .,       .,       .,3.9,1.9,2.6,1.5,1.3,3.7,0.7,43.0,49.0,62.0
1240,BU0363AJ04,BU0363AJ04,       .,       .,       .,       .,       .,       .,4.2,1.4,2.7,1.4,1.9,3.3,1.0,43.0,47.2,61.8
1241,WK0363AK,WK0363AK,       .,       .,       .,       .,       .,       .,4.1,1.7,2.3,1.7,2.4,3.7,1.0,42.8,47.0,61.0
1242,BU0363AK01,BU0363AK01,       .,       .,       .,       .,       .,       .,4.2,1.7,1.7,2.0,3.1,4.4,0.5,43.5,47.0,61.0
1243,BU0363AK02,BU0363AK02,       .,       .,       .,       .,       .,       .,4.3,1.8,1.8,2.0,2.8,4.2,0.3,44.7,47.0,61.0
1244,BU0363AK03,BU0363AK03,       .,       .,       .,       .,       .,       .,4.4,1.9,2.1,1.9,2.4,3.7,0.7,43.5,47.0,61.0
1245,BU0363AK04,BU0363AK04,       .,       .,       .,       .,       .,       .,3.9,1.8,2.7,1.7,2.4,3.6,1.3,39.8,47.0,61.0
1246,BU0363AK05,BU0363AK05,       .,       .,       .,       .,       .,       .,3.6,1.5,2.7,1.5,2.1,3.4,1.2,43.0,47.0,61.0
1247,BU0363AK06,BU0363AK06,       .,       .,       .,       .,       .,       .,3.4,1.5,2.8,1.3,2.2,3.3,1.5,41.1,47.0,61.0
1248,BU0363AK07,BU0363AK07,       .,       .,       .,       .,       .,       .,4.7,1.6,1.9,1.7,2.5,3.9,0.8,44.6,47.0,61.0
1249,BU0363AK08,BU0363AK08,       .,       .,       .,       .,       .,       .,4.1,1.1,2.5,1.3,1.7,3.1,0.9,43.0,47.0,61.0
1250,WK0363BA,WK0363BA,       .,       .,       .,       .,       .,       .,2.3,2.9,3.4,4.0,5.3,12.4,4.8,0.9,33.4,66.4
1251,BU0363BA01,BU0363BA01,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1252,BU0363BA02,BU0363BA02,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1253,BU0363BA03,BU0363BA03,       .,       .,       .,       .,       .,       .,2.5,2.6,2.6,4.5,5.4,11.8,4.2,0.8,42.4,64.9
1254,BU0363BA04,BU0363BA04,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1255,BU0363BA05,BU0363BA05,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1256,BU0363BA06,BU0363BA06,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1257,WK0363BB,WK0363BB,       .,       .,       .,       .,       .,       .,2.5,3.8,3.8,2.2,3.5,9.5,2.2,13.5,46.6,65.9
1258,BU0363BB01,BU0363BB01,       .,       .,       .,       .,       .,       .,0.7,3.3,3.3,3.9,5.1,11.2,3.7,1.0,45.0,65.0
1259,BU0363BB02,BU0363BB02,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
