ID,DistrictsAndNeighbourhoods,Encoding_3,Within1Km_45,Within3Km_46,Within5Km_47,DistanceToHotelEtc_48,Within5Km_49,Within105km_50,Within20Km_51,DistanceToDaycareCentres_52,Within1Km_53,Within3Km_54,Within5Km_55,DistanceToOutOfSchoolCare_56,Within1Km_57,Within3Km_58,Within5Km_59,DistanceToSchool_60,Within1Km_61,Within3Km_62,Within5Km_63
15044,BU17000201,BU17000201,0.3,2.8,9.4,       .,       .,       .,       .,1.9,0.0,2.7,5.2,1.9,0.0,3.7,5.6,2.0,0.0,2.6,5.5
15045,BU17000202,BU17000202,0.7,3.0,10.3,       .,       .,       .,       .,0.8,1.1,2.3,8.5,0.8,1.8,3.3,6.8,0.8,1.5,2.0,7.8
15046,BU17000203,BU17000203,1.6,2.3,11.1,       .,       .,       .,       .,0.6,1.1,2.0,6.3,0.6,1.5,3.0,6.6,1.2,0.7,2.0,5.8
15047,BU17000204,BU17000204,0.6,2.5,8.5,       .,       .,       .,       .,1.7,0.1,2.8,6.2,1.7,0.1,3.4,6.1,2.1,0.0,2.6,5.8
15048,BU17000205,BU17000205,0.2,1.4,3.8,       .,       .,       .,       .,1.7,0.1,1.4,3.6,1.7,0.1,1.6,3.9,1.9,0.2,1.3,3.7
15049,WK170003,WK170003,1.9,3.9,5.8,       .,       .,       .,       .,1.0,0.9,2.7,4.9,1.0,1.4,3.5,5.3,1.1,1.1,3.0,5.1
15050,BU17000301,BU17000301,0.0,3.2,5.7,       .,       .,       .,       .,2.4,0.0,1.5,2.7,2.4,0.1,2.2,3.6,2.4,0.0,2.2,3.7
15051,BU17000302,BU17000302,2.8,4.0,4.5,       .,       .,       .,       .,0.6,1.2,2.6,4.0,0.6,2.0,3.6,4.8,0.6,1.6,3.0,4.2
15052,BU17000303,BU17000303,0.4,3.8,8.7,       .,       .,       .,       .,2.0,0.1,2.0,7.3,2.0,0.1,2.7,6.9,1.9,0.1,2.8,7.4
15053,BU17000304,BU17000304,0.1,3.9,9.0,       .,       .,       .,       .,1.5,0.2,3.7,7.7,1.5,0.2,3.8,6.9,1.9,0.1,3.4,7.6
15054,WK170004,WK170004,2.3,6.5,9.3,       .,       .,       .,       .,0.8,2.3,6.1,9.1,0.8,1.3,3.7,6.5,0.7,2.1,5.5,8.4
15055,BU17000401,BU17000401,0.0,5.1,10.1,       .,       .,       .,       .,1.3,0.7,5.1,8.7,1.4,0.4,3.3,6.6,1.2,1.0,4.7,8.8
15056,BU17000402,BU17000402,1.9,6.5,9.3,       .,       .,       .,       .,0.5,3.3,6.1,9.0,0.5,1.9,3.6,6.1,0.5,2.5,5.4,8.2
15057,BU17000403,BU17000403,0.1,7.0,8.4,       .,       .,       .,       .,1.1,0.3,7.0,9.1,1.1,0.2,4.0,6.1,1.2,0.3,6.0,7.0
15058,BU17000404,BU17000404,0.0,6.3,10.4,       .,       .,       .,       .,2.1,0.0,4.8,9.4,2.2,0.0,2.8,6.6,1.7,0.0,5.8,8.9
15059,BU17000405,BU17000405,4.0,7.0,8.7,       .,       .,       .,       .,1.0,1.5,6.8,9.3,1.0,0.7,3.9,7.0,0.6,2.1,5.9,8.5
15060,BU17000406,BU17000406,1.8,5.9,10.1,       .,       .,       .,       .,1.9,0.1,4.4,10.1,1.9,0.1,3.1,8.3,1.6,0.2,4.6,9.5
15061,WK170005,WK170005,0.0,0.9,6.6,       .,       .,       .,       .,1.4,0.4,1.5,5.3,1.4,0.4,1.3,4.7,1.2,0.5,1.8,6.2
15062,BU17000501,BU17000501,0.0,0.7,8.4,       .,       .,       .,       .,2.4,0.0,1.6,6.2,2.6,0.0,0.8,3.9,2.1,0.0,1.7,8.8
15063,BU17000502,BU17000502,0.2,3.8,10.4,       .,       .,       .,       .,2.0,0.1,2.6,8.1,2.1,0.1,2.5,7.8,1.8,0.1,3.4,10.7
15064,BU17000503,BU17000503,0.0,0.1,4.9,       .,       .,       .,       .,0.9,0.7,1.2,4.2,0.9,0.7,1.0,3.9,0.8,0.7,1.3,4.0
15065,WK170006,WK170006,0.0,1.6,11.7,       .,       .,       .,       .,2.3,0.0,3.1,12.7,2.3,0.0,2.4,9.9,2.2,0.1,2.8,10.9
15066,BU17000601,BU17000601,0.0,1.6,11.7,       .,       .,       .,       .,2.3,0.0,3.1,12.7,2.3,0.0,2.4,9.9,2.2,0.1,2.8,10.9
15067,GM1730,GM1730,2.0,8.5,16.1,       .,       .,       .,       .,0.9,1.5,4.8,9.2,1.0,1.5,4.9,9.2,0.9,1.2,3.4,6.1
15068,WK173000,WK173000,4.9,15.5,23.1,       .,       .,       .,       .,0.7,1.5,5.5,9.6,0.7,2.0,6.1,10.0,0.7,1.3,5.1,7.6
15069,BU17300000,BU17300000,9.0,17.2,22.6,       .,       .,       .,       .,0.7,1.8,5.9,9.3,0.7,2.5,6.7,9.1,0.7,1.0,6.1,7.3
15070,BU17300001,BU17300001,0.0,13.5,23.7,       .,       .,       .,       .,0.6,1.3,5.0,10.1,0.6,1.3,5.4,11.0,0.6,1.7,3.9,8.0
15071,BU17300009,BU17300009,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
15072,WK173001,WK173001,0.6,4.8,19.2,       .,       .,       .,       .,3.6,0.0,0.0,4.1,3.7,0.0,0.1,4.8,3.3,0.0,0.1,4.7
15073,BU17300100,BU17300100,0.7,5.2,19.6,       .,       .,       .,       .,3.5,0.0,0.1,4.3,3.7,0.0,0.1,5.1,3.4,0.0,0.1,4.9
15074,BU17300109,BU17300109,0.1,1.0,15.7,       .,       .,       .,       .,4.0,0.0,0.0,2.0,4.2,0.0,0.0,2.3,2.6,0.0,0.7,2.5
15075,WK173002,WK173002,0.0,0.2,3.0,       .,       .,       .,       .,4.0,0.0,0.1,0.9,4.1,0.0,0.1,0.9,0.6,0.8,1.0,1.0
15076,BU17300200,BU17300200,0.0,0.2,2.6,       .,       .,       .,       .,3.9,0.0,0.1,1.0,3.9,0.0,0.1,1.0,0.6,0.8,1.0,1.0
15077,BU17300209,BU17300209,0.0,0.1,4.8,       .,       .,       .,       .,4.7,0.0,0.0,0.7,4.7,0.0,0.0,0.7,0.8,0.6,1.0,1.1
15078,WK173003,WK173003,0.7,14.8,20.8,       .,       .,       .,       .,1.7,0.0,3.2,7.7,2.2,0.0,3.1,7.6,2.2,0.0,1.4,7.0
15079,BU17300300,BU17300300,0.7,16.3,20.9,       .,       .,       .,       .,1.6,0.0,3.1,8.0,2.1,0.0,3.1,7.9,2.1,0.0,1.1,7.3
15080,BU17300309,BU17300309,0.8,12.9,20.7,       .,       .,       .,       .,1.8,0.0,3.2,7.4,2.3,0.0,3.0,7.2,2.3,0.0,1.8,6.6
15081,WK173004,WK173004,0.8,16.2,23.2,       .,       .,       .,       .,0.5,1.6,5.3,8.2,0.6,1.1,6.3,9.0,0.5,2.4,5.4,7.9
15082,BU17300400,BU17300400,0.7,16.4,23.0,       .,       .,       .,       .,0.3,2.0,5.4,8.2,0.3,1.6,6.4,9.2,0.3,2.9,5.6,8.1
15083,BU17300401,BU17300401,0.8,15.7,23.5,       .,       .,       .,       .,1.3,0.6,5.0,8.7,1.3,0.3,6.0,8.7,1.0,1.0,5.0,7.8
15084,BU17300402,BU17300402,1.2,16.0,23.7,       .,       .,       .,       .,0.7,1.3,5.1,7.7,1.0,0.4,6.1,8.4,0.8,1.9,5.2,7.4
15085,BU17300403,BU17300403,0.6,16.4,21.0,       .,       .,       .,       .,1.2,0.0,5.0,8.0,1.2,0.0,6.0,9.0,1.2,0.0,5.0,8.0
15086,WK173005,WK173005,0.0,12.7,22.4,       .,       .,       .,       .,0.6,1.5,4.8,10.0,0.6,1.5,5.1,11.4,0.9,1.4,2.8,8.4
15087,BU17300500,BU17300500,0.0,14.0,22.7,       .,       .,       .,       .,0.5,1.8,4.8,10.0,0.5,1.8,5.3,11.4,0.6,1.8,2.8,8.4
15088,BU17300509,BU17300509,0.0,8.1,21.4,       .,       .,       .,       .,1.2,0.3,4.7,9.9,1.2,0.3,4.6,11.4,1.6,0.2,2.9,8.4
15089,WK173006,WK173006,1.3,10.6,16.2,       .,       .,       .,       .,0.6,2.6,6.9,11.4,0.5,3.2,6.9,11.0,0.7,1.7,3.9,6.6
15090,BU17300600,BU17300600,1.3,10.6,16.2,       .,       .,       .,       .,0.6,2.6,6.9,11.4,0.5,3.2,6.9,11.0,0.7,1.7,3.9,6.6
15091,BU17300609,BU17300609,0.1,7.0,16.4,       .,       .,       .,       .,1.7,0.4,5.1,11.0,1.5,0.4,5.4,12.1,1.9,0.1,3.1,6.8
15092,WK173007,WK173007,2.1,6.6,14.0,       .,       .,       .,       .,0.7,1.3,6.8,7.8,1.0,1.1,6.8,7.9,0.9,1.0,3.9,4.8
15093,BU17300700,BU17300700,2.1,6.7,14.1,       .,       .,       .,       .,0.7,1.3,7.0,7.8,0.9,1.2,7.0,7.9,0.8,1.0,4.0,4.8
15094,BU17300701,BU17300701,0.3,3.7,10.7,       .,       .,       .,       .,1.4,0.2,4.7,9.0,1.4,0.2,4.0,9.0,1.4,0.1,2.6,6.0
15095,BU17300709,BU17300709,0.3,5.0,10.5,       .,       .,       .,       .,1.8,0.0,3.2,7.7,2.7,0.0,2.6,7.8,2.5,0.0,2.1,4.6
15096,WK173008,WK173008,0.4,3.9,21.1,       .,       .,       .,       .,1.0,1.8,4.3,20.6,1.0,1.2,3.0,18.4,1.0,1.2,2.2,9.0
15097,BU17300800,BU17300800,1.3,8.1,28.6,       .,       .,       .,       .,1.0,1.5,5.7,25.1,1.0,1.0,4.3,22.9,1.0,1.0,2.9,10.3
15098,BU17300805,BU17300805,0.3,3.5,18.8,       .,       .,       .,       .,1.0,1.9,4.0,19.8,1.0,1.3,2.7,18.0,1.0,1.3,2.1,8.9
15099,BU17300809,BU17300809,0.1,4.7,43.1,       .,       .,       .,       .,1.3,0.3,6.8,26.1,1.3,0.2,5.5,19.3,1.6,0.2,3.2,9.6
15100,WK173009,WK173009,1.4,3.8,7.0,       .,       .,       .,       .,0.6,1.8,4.0,5.4,0.7,2.1,4.1,5.6,0.7,1.2,2.1,3.6
15101,BU17300900,BU17300900,1.5,3.8,7.1,       .,       .,       .,       .,0.6,1.8,4.0,5.4,0.6,2.2,4.1,5.6,0.7,1.2,2.1,3.6
15102,BU17300909,BU17300909,0.0,3.7,5.9,       .,       .,       .,       .,1.5,0.0,3.9,5.2,1.6,0.0,4.0,5.3,1.7,0.0,2.0,3.3
15103,WK173010,WK173010,0.9,2.1,6.0,       .,       .,       .,       .,3.2,0.0,0.5,5.0,3.3,0.0,0.2,4.9,3.3,0.0,0.1,2.9
15104,BU17301000,BU17301000,1.0,2.0,5.9,       .,       .,       .,       .,3.1,0.0,0.5,5.0,3.2,0.0,0.2,5.0,3.2,0.0,0.1,3.0
15105,BU17301009,BU17301009,0.2,2.6,6.4,       .,       .,       .,       .,3.5,0.0,0.5,5.3,3.8,0.0,0.3,4.8,3.7,0.0,0.2,2.7
15106,WK173011,WK173011,0.5,1.4,7.1,       .,       .,       .,       .,3.9,0.0,0.2,4.1,4.0,0.0,0.5,5.4,4.2,0.0,0.2,3.0
15107,BU17301100,BU17301100,0.8,1.6,7.4,       .,       .,       .,       .,3.9,0.0,0.0,4.4,4.3,0.0,0.0,5.6,4.5,0.0,0.0,3.5
15108,BU17301101,BU17301101,0.1,1.4,9.1,       .,       .,       .,       .,3.1,0.0,0.6,5.5,2.8,0.0,1.7,7.9,3.1,0.0,0.7,4.0
15109,BU17301108,BU17301108,0.0,1.6,6.4,       .,       .,       .,       .,3.0,0.0,1.0,4.1,2.8,0.0,2.0,6.0,3.0,0.0,1.0,3.1
15110,BU17301109,BU17301109,0.3,1.2,4.6,       .,       .,       .,       .,4.7,0.0,0.1,2.2,4.9,0.0,0.0,2.5,5.0,0.0,0.0,1.2
15111,WK173012,WK173012,0.0,0.9,8.3,       .,       .,       .,       .,0.9,0.7,1.1,7.5,0.9,0.7,1.1,6.3,0.9,0.7,1.0,4.1
15112,BU17301200,BU17301200,0.0,0.8,8.6,       .,       .,       .,       .,0.5,0.9,1.0,7.6,0.5,0.9,1.0,6.4,0.5,0.9,1.0,4.1
15113,BU17301201,BU17301201,0.0,1.1,7.8,       .,       .,       .,       .,1.5,0.3,1.3,7.8,1.6,0.3,1.3,6.9,1.6,0.3,1.0,4.5
15114,BU17301208,BU17301208,0.0,0.8,4.8,       .,       .,       .,       .,3.2,0.0,0.6,4.1,3.2,0.0,0.6,4.1,3.2,0.0,0.6,3.1
15115,BU17301209,BU17301209,0.0,1.0,7.5,       .,       .,       .,       .,1.8,0.2,1.3,5.7,1.8,0.2,1.3,5.0,1.8,0.2,1.1,3.1
15116,WK173013,WK173013,0.9,4.4,13.5,       .,       .,       .,       .,0.8,0.7,1.6,8.2,0.8,0.7,1.7,8.7,0.9,0.7,1.4,6.7
15117,BU17301300,BU17301300,1.0,4.5,12.7,       .,       .,       .,       .,0.7,0.8,1.6,8.2,0.6,0.8,1.8,8.6,0.7,0.8,1.2,6.7
15118,BU17301309,BU17301309,0.7,3.8,18.0,       .,       .,       .,       .,2.0,0.0,2.1,8.4,2.0,0.0,1.6,9.3,2.0,0.0,2.2,6.7
15119,WK173014,WK173014,1.4,4.2,8.0,       .,       .,       .,       .,3.3,0.0,0.8,3.4,3.3,0.0,0.9,3.9,3.3,0.0,1.0,4.0
15120,BU17301400,BU17301400,1.9,5.6,8.4,       .,       .,       .,       .,2.4,0.0,1.0,4.3,2.4,0.0,1.1,4.8,2.4,0.0,1.4,5.1
15121,BU17301401,BU17301401,1.0,2.6,5.6,       .,       .,       .,       .,5.0,0.0,0.0,0.7,4.8,0.0,0.0,1.2,4.8,0.0,0.0,1.3
15122,BU17301402,BU17301402,0.0,1.0,4.3,       .,       .,       .,       .,5.2,0.0,0.0,0.2,5.2,0.0,0.0,0.2,5.5,0.0,0.0,0.0
15123,BU17301407,BU17301407,1.8,5.0,10.6,       .,       .,       .,       .,2.7,0.0,1.3,5.2,2.7,0.0,1.5,5.8,2.6,0.0,1.5,5.9
15124,BU17301408,BU17301408,0.8,2.8,5.8,       .,       .,       .,       .,4.5,0.0,0.0,1.6,4.5,0.0,0.0,1.6,4.5,0.0,0.0,1.7
15125,BU17301409,BU17301409,0.0,0.6,3.9,       .,       .,       .,       .,5.0,0.0,0.0,0.8,5.0,0.0,0.0,1.3,5.0,0.0,0.0,1.0
15126,WK173015,WK173015,0.0,1.0,5.4,       .,       .,       .,       .,1.0,0.5,1.0,2.8,0.7,0.9,1.0,3.4,0.7,0.9,1.0,3.0
15127,BU17301500,BU17301500,0.0,1.0,5.5,       .,       .,       .,       .,0.9,0.5,1.0,2.7,0.5,1.0,1.0,3.3,0.5,1.0,1.0,3.0
15128,BU17301509,BU17301509,0.0,1.1,4.6,       .,       .,       .,       .,2.1,0.1,1.0,3.5,2.0,0.3,1.0,3.5,2.0,0.3,0.9,2.8
15129,GM0737,GM0737,1.5,4.7,7.5,       .,       .,       .,       .,0.8,1.2,3.2,6.6,1.0,0.9,2.3,4.9,0.8,1.1,3.0,5.6
15130,WK073700,WK073700,3.1,9.1,10.4,       .,       .,       .,       .,0.8,1.2,3.3,6.9,0.6,1.7,4.0,6.4,0.8,1.2,3.3,5.5
15131,BU07370000,BU07370000,3.3,9.2,10.4,       .,       .,       .,       .,0.7,1.3,3.4,6.9,0.6,1.8,4.0,6.4,0.8,1.3,3.4,5.4
15132,BU07370009,BU07370009,0.3,7.8,10.7,       .,       .,       .,       .,2.0,0.0,2.8,6.3,1.9,0.0,3.7,6.5,2.0,0.0,2.7,6.4
15133,WK073701,WK073701,1.2,5.1,6.3,       .,       .,       .,       .,1.2,1.9,4.9,6.5,1.3,0.7,1.6,2.2,0.9,1.5,4.8,6.5
15134,BU07370100,BU07370100,1.2,4.4,6.0,       .,       .,       .,       .,1.9,0.0,3.7,6.0,2.0,0.0,1.1,2.0,0.4,1.0,3.7,6.0
15135,BU07370101,BU07370101,1.4,6.0,7.0,       .,       .,       .,       .,0.5,2.9,6.0,7.4,0.6,1.0,2.0,2.5,0.5,1.9,5.9,7.5
15136,BU07370102,BU07370102,0.6,0.9,1.4,       .,       .,       .,       .,4.7,0.0,0.0,0.7,4.7,0.0,0.0,0.6,4.7,0.0,0.0,0.8
15137,BU07370108,BU07370108,0.1,2.9,4.8,       .,       .,       .,       .,2.4,0.0,2.2,4.7,2.7,0.0,0.7,1.7,1.8,0.1,2.6,4.7
15138,BU07370109,BU07370109,0.6,5.2,7.0,       .,       .,       .,       .,1.5,0.1,5.1,6.5,1.5,0.1,1.6,2.0,1.4,0.1,4.1,6.5
15139,WK073702,WK073702,2.1,5.0,7.2,       .,       .,       .,       .,0.6,2.1,5.9,8.3,0.8,0.7,1.9,3.4,0.5,1.6,4.5,7.7
15140,BU07370200,BU07370200,0.0,5.2,6.3,       .,       .,       .,       .,1.3,0.1,5.3,6.6,1.6,0.0,1.7,2.0,0.4,1.0,4.4,6.6
15141,BU07370201,BU07370201,2.9,5.1,7.4,       .,       .,       .,       .,0.4,2.8,6.2,8.9,0.5,0.9,2.0,3.9,0.5,1.8,4.6,8.1
15142,BU07370208,BU07370208,0.0,4.2,6.7,       .,       .,       .,       .,1.9,0.0,4.7,6.6,2.0,0.0,1.6,2.4,1.0,0.7,3.9,6.9
15143,BU07370209,BU07370209,0.7,4.4,7.5,       .,       .,       .,       .,1.1,0.8,5.3,7.4,1.1,0.4,1.9,2.7,1.1,0.8,3.6,7.5
15144,WK073703,WK073703,0.2,3.0,8.2,       .,       .,       .,       .,0.6,0.8,4.9,9.9,2.1,0.0,2.8,5.0,0.6,0.8,4.2,8.4
15145,BU07370300,BU07370300,0.2,3.0,8.3,       .,       .,       .,       .,0.5,0.9,5.1,9.9,2.0,0.0,3.1,5.0,0.5,0.9,4.4,8.4
15146,BU07370309,BU07370309,0.1,2.5,7.3,       .,       .,       .,       .,1.5,0.2,3.4,9.8,2.5,0.2,1.2,5.0,1.6,0.2,2.7,8.7
15147,WK073704,WK073704,0.4,0.9,4.7,       .,       .,       .,       .,1.0,0.7,2.1,6.0,1.0,0.7,1.6,3.9,1.0,0.7,1.7,5.1
15148,BU07370400,BU07370400,0.6,1.5,6.9,       .,       .,       .,       .,0.7,0.8,3.0,8.3,0.7,0.8,2.1,5.0,0.7,0.8,2.3,7.0
15149,BU07370401,BU07370401,0.0,0.0,0.8,       .,       .,       .,       .,0.4,1.0,1.0,1.8,0.4,1.0,1.0,1.8,0.4,1.0,1.0,1.8
15150,BU07370408,BU07370408,0.0,0.1,1.4,       .,       .,       .,       .,3.7,0.0,0.2,3.1,3.7,0.0,0.2,2.5,3.7,0.0,0.2,2.6
15151,BU07370409,BU07370409,0.0,0.1,1.9,       .,       .,       .,       .,3.5,0.0,0.4,1.5,3.5,0.0,0.4,1.7,3.5,0.0,0.4,1.4
15152,WK073705,WK073705,0.6,1.0,5.5,       .,       .,       .,       .,0.7,1.5,2.3,3.6,0.8,0.8,1.0,2.1,0.8,0.8,1.5,2.4
15153,BU07370500,BU07370500,3.6,5.1,6.4,       .,       .,       .,       .,0.5,0.9,1.0,1.5,0.5,0.9,1.0,1.5,0.5,0.9,1.0,1.5
15154,BU07370501,BU07370501,0.0,0.0,5.4,       .,       .,       .,       .,0.5,1.9,2.7,4.0,0.7,0.9,1.0,2.1,0.6,1.0,1.7,2.6
15155,BU07370508,BU07370508,0.2,5.0,6.2,       .,       .,       .,       .,1.4,0.1,1.0,1.9,1.4,0.1,1.0,1.5,1.4,0.1,1.0,1.4
15156,BU07370509,BU07370509,0.0,0.4,4.9,       .,       .,       .,       .,1.8,0.2,2.2,4.6,1.9,0.1,1.0,3.0,1.8,0.1,1.3,3.0
15157,WK073706,WK073706,0.0,3.6,9.8,       .,       .,       .,       .,1.1,0.7,2.9,6.9,2.8,0.0,1.4,5.1,1.1,0.7,1.7,4.8
15158,BU07370600,BU07370600,0.0,5.3,11.5,       .,       .,       .,       .,0.4,1.0,3.4,7.5,2.8,0.0,1.8,6.0,0.4,1.0,2.1,5.5
15159,BU07370609,BU07370609,0.0,0.2,6.3,       .,       .,       .,       .,2.5,0.0,1.8,5.7,2.6,0.0,0.7,3.1,2.6,0.0,1.1,3.3
15160,WK073707,WK073707,0.8,1.9,3.8,       .,       .,       .,       .,0.8,0.7,1.8,4.9,1.6,0.3,1.2,2.3,0.9,0.7,1.9,4.7
15161,BU07370700,BU07370700,1.5,2.0,3.4,       .,       .,       .,       .,0.7,0.8,1.8,3.9,2.1,0.0,0.8,1.9,0.7,0.8,1.0,2.9
15162,BU07370701,BU07370701,0.0,2.0,4.3,       .,       .,       .,       .,0.3,1.0,2.0,5.9,0.4,1.0,2.0,2.1,0.4,1.0,3.8,6.9
15163,BU07370708,BU07370708,0.1,1.6,4.7,       .,       .,       .,       .,2.3,0.1,1.5,5.8,2.8,0.1,0.6,3.3,2.4,0.0,1.2,5.0
15164,BU07370709,BU07370709,0.0,1.4,4.0,       .,       .,       .,       .,1.2,0.5,1.8,6.0,1.2,0.4,1.7,2.9,1.2,0.4,2.8,7.1
15165,WK073708,WK073708,0.0,0.9,10.0,       .,       .,       .,       .,0.8,0.7,2.3,8.1,0.8,0.7,2.5,8.5,0.9,0.7,1.7,8.5
15166,BU07370800,BU07370800,0.0,0.1,9.9,       .,       .,       .,       .,0.5,1.0,2.0,8.4,0.5,1.0,2.0,9.0,0.5,1.0,1.2,9.1
15167,BU07370809,BU07370809,0.1,2.6,10.1,       .,       .,       .,       .,1.5,0.2,3.0,7.4,1.5,0.2,3.4,7.5,1.7,0.1,2.8,7.4
15168,WK073709,WK073709,0.7,2.5,4.7,       .,       .,       .,       .,0.8,0.8,2.0,6.3,0.8,0.8,1.3,5.5,0.9,1.4,3.0,4.9
15169,BU07370900,BU07370900,0.7,2.6,4.5,       .,       .,       .,       .,0.8,0.8,2.0,6.3,0.8,0.8,1.2,5.4,0.8,1.5,3.0,4.7
15170,BU07370909,BU07370909,0.1,1.5,6.7,       .,       .,       .,       .,1.1,0.5,2.5,6.8,1.1,0.5,2.4,6.5,1.8,0.0,2.7,6.6
15171,GM0450,GM0450,2.4,11.4,32.1,       .,       .,       .,       .,0.6,2.0,7.4,20.1,0.6,2.0,6.8,16.2,0.7,1.1,4.3,13.0
15172,WK045000,WK045000,2.4,11.4,32.1,       .,       .,       .,       .,0.6,2.0,7.4,20.1,0.6,2.0,6.8,16.2,0.7,1.1,4.3,13.0
15173,BU04500001,BU04500001,1.3,12.0,20.8,       .,       .,       .,       .,0.5,1.6,5.2,13.6,0.5,1.9,6.0,10.9,1.1,0.5,3.3,8.3
15174,BU04500002,BU04500002,0.0,8.9,43.8,       .,       .,       .,       .,0.3,3.6,9.7,28.5,0.5,1.7,7.0,22.5,0.5,1.2,5.1,17.8
15175,BU04500003,BU04500003,0.0,11.8,44.0,       .,       .,       .,       .,0.3,3.9,10.2,27.9,0.3,2.6,8.0,22.3,0.4,1.6,5.8,17.5
15176,BU04500004,BU04500004,6.0,12.2,29.8,       .,       .,       .,       .,0.9,0.8,6.7,17.3,0.6,2.2,6.9,14.3,0.6,1.3,3.9,12.2
15177,BU04500005,BU04500005,5.4,12.0,18.1,       .,       .,       .,       .,0.8,0.9,4.6,12.8,0.5,2.7,5.8,9.7,0.6,1.8,3.0,7.5
15178,BU04500006,BU04500006,1.4,9.9,28.6,       .,       .,       .,       .,2.1,0.2,4.3,19.7,2.0,0.3,4.5,16.1,2.0,0.2,2.7,10.4
15179,GM0451,GM0451,4.4,24.7,36.4,       .,       .,       .,       .,0.7,1.9,10.5,18.6,0.8,1.1,7.3,13.6,0.9,1.0,5.6,9.6
15180,WK045115,WK045115,17.3,31.0,35.1,       .,       .,       .,       .,0.9,0.8,11.0,18.1,1.3,0.0,6.0,13.5,1.3,0.1,5.0,10.6
15181,BU04511500,BU04511500,17.3,31.0,35.1,       .,       .,       .,       .,0.9,0.8,11.0,18.1,1.3,0.0,6.0,13.5,1.3,0.1,5.0,10.6
15182,WK045125,WK045125,12.5,30.9,35.1,       .,       .,       .,       .,0.5,1.7,13.4,18.3,0.6,1.3,9.0,13.1,0.6,0.9,6.9,9.9
15183,BU04512500,BU04512500,12.5,30.9,35.1,       .,       .,       .,       .,0.5,1.7,13.4,18.3,0.6,1.3,9.0,13.1,0.6,0.9,6.9,9.9
15184,WK045135,WK045135,5.4,30.1,35.6,       .,       .,       .,       .,0.4,3.4,10.6,18.3,0.5,1.3,6.8,13.8,0.6,1.6,5.4,8.5
15185,BU04513500,BU04513500,5.4,30.1,35.6,       .,       .,       .,       .,0.4,3.4,10.6,18.3,0.5,1.3,6.8,13.8,0.6,1.6,5.4,8.5
15186,WK045145,WK045145,1.5,23.8,39.3,       .,       .,       .,       .,0.9,1.0,11.0,19.7,0.9,0.9,7.9,14.0,1.1,0.7,6.2,9.3
15187,BU04514500,BU04514500,1.5,23.8,39.3,       .,       .,       .,       .,0.9,1.0,11.0,19.7,0.9,0.9,7.9,14.0,1.1,0.7,6.2,9.3
15188,WK045150,WK045150,0.2,9.3,44.5,       .,       .,       .,       .,1.1,0.6,8.0,22.2,0.7,1.6,7.1,16.6,1.1,0.4,4.7,12.3
15189,BU04515000,BU04515000,0.2,9.3,44.5,       .,       .,       .,       .,1.1,0.6,8.0,22.2,0.7,1.6,7.1,16.6,1.1,0.4,4.7,12.3
15190,WK045155,WK045155,0.0,11.6,52.0,       .,       .,       .,       .,0.9,0.7,8.6,24.1,0.9,0.9,7.1,17.4,0.9,0.9,5.0,14.5
15191,BU04515500,BU04515500,0.0,11.6,52.0,       .,       .,       .,       .,0.9,0.7,8.6,24.1,0.9,0.9,7.1,17.4,0.9,0.9,5.0,14.5
15192,WK045165,WK045165,3.0,28.8,32.7,       .,       .,       .,       .,0.8,2.0,10.7,16.8,1.0,1.1,7.1,11.7,0.9,1.3,5.3,9.1
15193,BU04516500,BU04516500,3.0,28.8,32.7,       .,       .,       .,       .,0.8,2.0,10.7,16.8,1.0,1.1,7.1,11.7,0.9,1.3,5.3,9.1
15194,WK045175,WK045175,9.5,29.7,33.0,       .,       .,       .,       .,1.2,0.2,9.9,16.5,1.3,0.1,5.4,12.7,1.9,0.0,4.7,8.8
15195,BU04517500,BU04517500,9.5,29.7,33.0,       .,       .,       .,       .,1.2,0.2,9.9,16.5,1.3,0.1,5.4,12.7,1.9,0.0,4.7,8.8
15196,WK045185,WK045185,0.0,6.2,38.8,       .,       .,       .,       .,0.5,1.8,7.7,20.1,0.6,1.5,6.6,15.5,0.6,0.9,4.4,11.9
15197,BU04518500,BU04518500,0.0,6.2,38.8,       .,       .,       .,       .,0.5,1.8,7.7,20.1,0.6,1.5,6.6,15.5,0.6,0.9,4.4,11.9
15198,WK045190,WK045190,0.0,3.7,18.9,       .,       .,       .,       .,1.5,0.1,4.3,11.4,1.4,0.3,5.7,11.9,1.7,0.1,3.5,7.3
15199,BU04519000,BU04519000,0.0,3.7,18.9,       .,       .,       .,       .,1.5,0.1,4.3,11.4,1.4,0.3,5.7,11.9,1.7,0.1,3.5,7.3
15200,WK045195,WK045195,0.1,2.2,13.1,       .,       .,       .,       .,2.0,0.2,1.8,7.7,2.3,0.0,2.4,7.7,2.8,0.0,0.9,5.2
15201,BU04519500,BU04519500,0.1,2.2,13.1,       .,       .,       .,       .,2.0,0.2,1.8,7.7,2.3,0.0,2.4,7.7,2.8,0.0,0.9,5.2
15202,GM0184,GM0184,2.6,10.3,12.3,       .,       .,       .,       .,0.8,1.3,4.7,5.2,0.7,1.5,5.0,5.1,0.5,4.0,11.4,12.6
