ID,DistrictsAndNeighbourhoods,Encoding_3,Within1Km_45,Within3Km_46,Within5Km_47,DistanceToHotelEtc_48,Within5Km_49,Within105km_50,Within20Km_51,DistanceToDaycareCentres_52,Within1Km_53,Within3Km_54,Within5Km_55,DistanceToOutOfSchoolCare_56,Within1Km_57,Within3Km_58,Within5Km_59,DistanceToSchool_60,Within1Km_61,Within3Km_62,Within5Km_63
2243,BU04890816,BU04890816,1.6,19.9,53.5,       .,       .,       .,       .,0.6,1.6,14.5,36.7,0.6,2.2,16.5,34.7,0.6,2.0,9.8,23.3
2244,BU04890817,BU04890817,2.0,20.0,53.1,       .,       .,       .,       .,0.2,2.5,15.5,36.4,0.2,2.8,18.0,34.2,0.4,2.7,10.1,22.5
2245,WK048909,WK048909,1.4,19.5,54.4,       .,       .,       .,       .,0.5,2.8,17.0,41.0,0.5,3.0,19.4,37.6,0.9,1.2,11.7,24.2
2246,BU04890918,BU04890918,0.7,18.9,50.0,       .,       .,       .,       .,0.7,2.8,17.3,34.8,0.7,3.4,19.9,33.8,0.8,1.5,11.4,20.9
2247,BU04890919,BU04890919,1.0,18.9,53.9,       .,       .,       .,       .,0.4,1.9,18.1,42.2,0.4,2.3,20.6,37.2,1.0,0.9,12.5,24.0
2248,BU04890920,BU04890920,1.0,19.5,55.8,       .,       .,       .,       .,0.5,2.8,17.5,43.9,0.5,3.1,20.3,38.1,1.0,0.9,12.2,26.0
2249,BU04890921,BU04890921,3.5,20.5,58.9,       .,       .,       .,       .,0.3,4.0,16.1,43.3,0.3,3.8,17.9,41.5,0.7,2.0,11.5,25.5
2250,BU04890922,BU04890922,2.0,20.2,56.3,       .,       .,       .,       .,0.5,3.0,15.6,42.7,0.5,2.9,18.0,39.5,0.9,1.2,11.0,25.5
2251,WK048910,WK048910,3.8,24.4,65.9,       .,       .,       .,       .,0.6,3.6,19.3,54.4,0.6,3.4,19.0,50.7,0.4,1.7,12.5,27.5
2252,BU04891023,BU04891023,3.8,24.4,65.9,       .,       .,       .,       .,0.6,3.6,19.3,54.4,0.6,3.4,19.0,50.7,0.4,1.7,12.5,27.5
2253,WK048911,WK048911,2.3,19.4,56.2,       .,       .,       .,       .,0.4,2.4,13.9,41.9,0.4,2.3,15.8,40.4,0.8,1.5,9.9,24.8
2254,BU04891124,BU04891124,2.3,19.4,56.2,       .,       .,       .,       .,0.4,2.4,13.9,41.9,0.4,2.3,15.8,40.4,0.8,1.5,9.9,24.8
2255,WK048912,WK048912,0.0,3.8,32.4,       .,       .,       .,       .,0.3,2.1,11.5,36.3,0.3,2.1,11.2,30.3,1.6,0.1,6.8,19.9
2256,BU04891225,BU04891225,0.0,4.5,39.5,       .,       .,       .,       .,0.2,2.1,13.1,40.8,0.2,2.1,12.4,33.6,1.4,0.0,7.6,21.9
2257,BU04891226,BU04891226,0.0,3.0,26.6,       .,       .,       .,       .,0.2,2.0,10.0,33.1,0.2,2.0,10.0,28.6,1.7,0.0,6.0,19.5
2258,BU04891227,BU04891227,0.0,3.3,27.1,       .,       .,       .,       .,0.4,2.2,10.4,32.7,0.4,2.2,10.3,27.0,1.8,0.1,6.2,17.6
2259,WK048913,WK048913,0.1,13.8,45.4,       .,       .,       .,       .,0.5,2.8,15.8,42.8,0.5,2.9,16.2,38.0,0.6,2.0,9.1,23.9
2260,BU04891328,BU04891328,0.1,13.8,45.4,       .,       .,       .,       .,0.5,2.8,15.8,42.8,0.5,2.9,16.2,38.0,0.6,2.0,9.1,23.9
2261,WK048914,WK048914,0.7,14.4,37.8,       .,       .,       .,       .,0.8,1.6,14.0,34.5,0.8,1.6,15.3,32.9,0.8,1.4,8.1,20.0
2262,BU04891429,BU04891429,0.4,14.1,40.3,       .,       .,       .,       .,0.2,3.0,16.4,37.9,0.2,3.0,17.6,36.3,0.3,2.3,10.0,21.0
2263,BU04891430,BU04891430,0.3,16.2,41.2,       .,       .,       .,       .,0.6,3.7,15.0,40.7,0.6,3.7,16.2,37.1,0.6,2.9,9.3,23.5
2264,BU04891431,BU04891431,1.0,14.6,36.8,       .,       .,       .,       .,1.1,0.5,13.8,32.2,1.1,0.5,15.4,31.4,1.1,0.6,7.7,19.1
2265,BU04891432,BU04891432,1.0,12.9,34.7,       .,       .,       .,       .,1.1,0.4,11.7,29.9,1.1,0.4,12.7,29.0,1.1,0.6,6.2,17.7
2266,WK048915,WK048915,6.1,14.4,33.3,       .,       .,       .,       .,0.5,1.9,10.4,27.9,0.5,1.5,10.9,28.8,0.5,0.9,5.1,16.8
2267,BU04891533,BU04891533,6.1,14.4,33.3,       .,       .,       .,       .,0.5,1.9,10.4,27.9,0.5,1.5,10.9,28.8,0.5,0.9,5.1,16.8
2268,WK048916,WK048916,10.6,14.0,33.5,       .,       .,       .,       .,0.7,1.8,9.7,31.3,0.7,0.9,10.1,28.6,0.7,0.9,5.6,17.1
2269,BU04891634,BU04891634,10.6,14.0,33.5,       .,       .,       .,       .,0.7,1.8,9.7,31.3,0.7,0.9,10.1,28.6,0.7,0.9,5.6,17.1
2270,WK048917,WK048917,4.1,13.2,26.5,       .,       .,       .,       .,1.5,0.0,11.7,35.3,1.5,0.0,11.7,27.7,1.5,0.0,7.0,17.7
2271,BU04891735,BU04891735,4.1,13.2,26.5,       .,       .,       .,       .,1.5,0.0,11.7,35.3,1.5,0.0,11.7,27.7,1.5,0.0,7.0,17.7
2272,WK048918,WK048918,0.0,16.0,43.4,       .,       .,       .,       .,0.3,2.6,14.1,40.6,0.3,2.7,13.9,36.0,0.3,1.5,8.0,22.4
2273,BU04891836,BU04891836,0.0,16.0,43.4,       .,       .,       .,       .,0.3,2.6,14.1,40.6,0.3,2.7,13.9,36.0,0.3,1.5,8.0,22.4
2274,WK048919,WK048919,0.0,17.8,46.7,       .,       .,       .,       .,0.2,1.5,17.6,47.3,0.2,2.5,14.6,37.8,0.3,1.4,10.0,25.6
2275,BU04891937,BU04891937,0.0,17.8,46.7,       .,       .,       .,       .,0.2,1.5,17.6,47.3,0.2,2.5,14.6,37.8,0.3,1.4,10.0,25.6
2276,WK048920,WK048920,0.0,6.2,71.4,       .,       .,       .,       .,0.8,0.8,15.4,60.4,0.8,0.8,14.3,45.7,0.7,0.9,8.4,31.9
2277,BU04892039,BU04892039,0.0,6.2,71.4,       .,       .,       .,       .,0.8,0.8,15.4,60.4,0.8,0.8,14.3,45.7,0.7,0.9,8.4,31.9
2278,WK048930,WK048930,0.3,23.6,78.0,       .,       .,       .,       .,1.3,0.3,17.9,65.2,1.3,0.3,13.3,52.4,1.5,0.0,9.0,33.3
2279,BU04893050,BU04893050,0.0,11.3,56.0,       .,       .,       .,       .,0.2,2.0,17.9,49.6,0.2,2.0,16.0,38.3,1.2,0.0,9.6,24.6
2280,BU04893051,BU04893051,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2281,BU04893052,BU04893052,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2282,BU04893053,BU04893053,1.0,34.5,109.6,       .,       .,       .,       .,1.2,0.0,20.7,81.2,1.2,0.0,17.9,62.1,1.2,0.0,12.0,44.2
2283,BU04893054,BU04893054,0.2,25.2,78.0,       .,       .,       .,       .,1.5,0.0,17.5,65.6,1.5,0.0,12.3,53.9,1.5,0.0,8.5,33.3
2284,WK048931,WK048931,0.2,14.2,38.8,       .,       .,       .,       .,0.8,0.9,10.1,24.0,0.7,0.9,11.4,24.7,2.0,0.1,6.6,15.9
2285,BU04893160,BU04893160,0.0,13.3,27.7,       .,       .,       .,       .,1.9,0.0,6.0,24.5,1.0,0.5,6.2,23.7,1.9,0.0,3.4,13.8
2286,BU04893161,BU04893161,0.0,6.8,37.3,       .,       .,       .,       .,2.2,0.0,5.2,21.0,1.7,0.0,6.0,23.1,2.7,0.0,3.5,15.1
2287,BU04893162,BU04893162,0.5,6.6,34.0,       .,       .,       .,       .,1.6,0.1,4.6,17.8,1.6,0.1,6.0,19.2,1.7,0.4,4.3,11.9
2288,BU04893163,BU04893163,1.2,12.6,36.8,       .,       .,       .,       .,1.6,0.1,6.2,25.3,1.5,0.1,6.5,23.7,1.7,0.2,5.3,15.1
2289,BU04893164,BU04893164,0.0,15.7,40.1,       .,       .,       .,       .,0.4,1.2,11.9,24.6,0.4,1.2,13.3,25.6,2.1,0.0,7.4,16.6
2290,WK048950,WK048950,1.4,16.5,58.0,       .,       .,       .,       .,1.2,0.0,10.0,43.4,1.2,0.0,11.1,38.5,1.3,0.0,7.1,26.1
2291,BU04895070,BU04895070,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2292,BU04895071,BU04895071,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2293,BU04895072,BU04895072,1.9,21.2,64.2,       .,       .,       .,       .,1.2,0.0,11.1,44.6,1.1,0.0,12.8,39.8,1.3,0.0,7.9,27.8
2294,BU04895073,BU04895073,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2295,BU04895074,BU04895074,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2296,BU04895075,BU04895075,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2297,BU04895076,BU04895076,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2298,BU04895077,BU04895077,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2299,BU04895078,BU04895078,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2300,BU04895080,BU04895080,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2301,BU04895081,BU04895081,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2302,BU04895082,BU04895082,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2303,BU04895083,BU04895083,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2304,BU04895084,BU04895084,0.0,3.0,41.7,       .,       .,       .,       .,1.2,0.0,7.0,40.7,1.2,0.0,7.0,36.0,1.2,0.0,5.0,21.7
2305,GM0203,GM0203,2.7,14.8,17.5,       .,       .,       .,       .,0.9,2.0,9.4,13.6,1.0,1.8,8.3,11.6,0.9,1.8,8.4,11.5
2306,WK020354,WK020354,3.2,22.0,24.6,       .,       .,       .,       .,0.7,2.2,13.3,19.1,0.8,2.3,12.2,16.9,0.8,2.2,12.3,16.3
2307,BU02035400,BU02035400,0.0,7.2,22.1,       .,       .,       .,       .,2.2,0.2,4.5,15.8,2.4,0.2,3.7,13.6,2.0,0.2,3.9,14.4
2308,BU02035401,BU02035401,21.7,24.0,24.9,       .,       .,       .,       .,0.4,3.8,18.4,19.0,0.4,4.2,16.6,17.0,0.4,5.0,16.0,16.0
2309,BU02035402,BU02035402,18.4,24.0,24.0,       .,       .,       .,       .,0.5,3.4,18.8,19.0,0.5,3.4,16.8,17.0,0.5,3.7,16.0,16.0
2310,BU02035403,BU02035403,15.2,24.0,24.0,       .,       .,       .,       .,0.4,2.7,18.3,19.0,0.5,2.5,17.0,17.0,0.3,4.1,16.0,16.7
2311,BU02035404,BU02035404,3.7,24.0,26.0,       .,       .,       .,       .,0.5,3.4,14.9,19.0,0.6,3.0,12.0,17.0,0.6,3.3,12.9,16.0
2312,BU02035405,BU02035405,10.0,24.0,26.0,       .,       .,       .,       .,0.3,5.0,15.6,19.0,0.3,6.1,14.4,17.0,0.3,5.0,15.3,16.0
2313,BU02035406,BU02035406,1.0,23.8,24.8,       .,       .,       .,       .,0.9,1.3,15.0,19.0,0.9,1.1,15.7,17.0,1.0,1.4,15.0,17.0
2314,BU02035407,BU02035407,0.9,24.0,26.1,       .,       .,       .,       .,0.7,3.1,13.0,20.2,0.9,3.7,12.3,17.5,0.5,2.9,12.2,16.4
2315,BU02035408,BU02035408,1.4,24.0,24.0,       .,       .,       .,       .,0.9,1.2,17.3,19.0,0.9,1.1,15.7,17.0,0.7,1.8,14.8,16.0
2316,BU02035409,BU02035409,1.9,24.0,24.0,       .,       .,       .,       .,0.9,1.7,18.4,19.0,0.9,1.2,16.7,17.0,0.9,2.5,15.8,16.6
2317,BU02035410,BU02035410,4.6,24.0,25.6,       .,       .,       .,       .,0.3,2.9,16.0,19.0,0.8,2.3,13.6,17.0,0.8,2.6,14.6,16.0
2318,BU02035411,BU02035411,0.0,23.9,26.3,       .,       .,       .,       .,0.7,2.0,9.4,21.5,0.7,2.5,9.4,18.3,0.7,1.4,8.4,17.4
2319,BU02035412,BU02035412,0.0,23.1,24.4,       .,       .,       .,       .,0.4,2.7,12.0,19.0,0.4,2.2,12.6,17.0,0.4,2.0,12.5,17.0
2320,BU02035413,BU02035413,0.0,22.2,24.2,       .,       .,       .,       .,0.9,0.7,13.1,20.0,1.6,0.0,10.4,17.0,1.6,0.0,12.7,17.0
2321,BU02035414,BU02035414,0.0,22.3,24.1,       .,       .,       .,       .,0.7,2.5,12.7,19.9,0.7,1.7,10.6,17.1,0.6,2.6,11.8,17.1
2322,BU02035415,BU02035415,0.0,19.8,24.1,       .,       .,       .,       .,0.5,1.0,8.2,19.0,0.4,2.6,8.8,17.0,1.4,0.1,9.4,16.0
2323,BU02035425,BU02035425,0.0,1.2,34.0,       .,       .,       .,       .,3.2,0.0,0.2,16.7,3.2,0.0,0.2,14.6,3.1,0.0,0.7,14.5
2324,BU02035426,BU02035426,0.0,1.2,33.9,       .,       .,       .,       .,3.1,0.0,1.7,19.2,3.1,0.0,0.8,16.7,3.0,0.0,1.1,16.6
2325,WK020355,WK020355,3.5,7.9,11.0,       .,       .,       .,       .,0.9,3.0,6.6,7.2,0.8,1.9,4.7,5.2,0.9,2.2,4.7,5.3
2326,BU02035530,BU02035530,0.5,7.0,12.0,       .,       .,       .,       .,1.7,0.9,5.4,7.7,1.6,0.5,3.9,5.8,1.7,0.4,3.9,6.0
2327,BU02035531,BU02035531,7.1,8.3,10.9,       .,       .,       .,       .,0.3,4.7,7.0,7.0,0.3,3.4,5.0,5.0,0.3,4.3,5.0,5.0
2328,BU02035532,BU02035532,7.0,8.9,10.1,       .,       .,       .,       .,0.7,3.8,7.0,7.0,0.3,3.0,5.0,5.0,0.3,4.0,5.0,5.0
2329,BU02035533,BU02035533,6.9,8.5,10.6,       .,       .,       .,       .,0.6,3.8,7.0,7.0,0.3,3.0,5.0,5.0,0.3,3.9,5.0,5.0
2330,BU02035534,BU02035534,6.8,8.6,10.0,       .,       .,       .,       .,0.6,4.8,7.0,7.0,0.5,3.4,5.0,5.0,0.5,3.9,5.0,5.0
2331,BU02035535,BU02035535,6.3,8.0,10.9,       .,       .,       .,       .,0.4,4.6,7.0,7.0,0.4,2.9,5.0,5.0,0.4,3.8,5.0,5.0
2332,BU02035536,BU02035536,4.3,9.0,9.9,       .,       .,       .,       .,1.1,0.3,7.0,7.0,0.2,1.3,5.0,5.0,0.3,1.4,5.0,5.0
2333,BU02035537,BU02035537,4.9,8.1,11.0,       .,       .,       .,       .,0.6,4.8,7.0,7.1,0.6,2.7,5.0,5.0,0.6,3.3,5.0,5.3
2334,BU02035538,BU02035538,4.7,8.0,11.0,       .,       .,       .,       .,0.4,6.5,7.0,7.0,0.5,3.2,5.0,5.0,0.6,3.2,5.0,5.1
2335,BU02035539,BU02035539,1.5,8.0,11.0,       .,       .,       .,       .,0.6,2.0,7.0,7.0,0.6,1.3,5.0,5.0,0.6,1.5,5.0,5.0
2336,BU02035540,BU02035540,6.0,8.1,10.6,       .,       .,       .,       .,0.5,5.5,7.0,7.0,0.6,2.8,5.0,5.0,0.6,3.0,5.0,5.0
2337,BU02035541,BU02035541,0.9,8.0,9.8,       .,       .,       .,       .,1.3,0.1,7.0,7.0,1.0,0.4,5.0,5.0,1.0,0.4,5.0,5.0
2338,WK020356,WK020356,0.0,0.1,2.5,       .,       .,       .,       .,1.6,0.7,2.5,5.4,1.5,0.5,1.7,3.5,1.5,0.5,1.7,4.7
2339,BU02035650,BU02035650,0.0,0.2,3.7,       .,       .,       .,       .,2.2,0.3,2.2,5.7,2.1,0.2,1.5,3.8,2.1,0.2,1.6,4.6
2340,BU02035651,BU02035651,0.0,0.0,0.6,       .,       .,       .,       .,0.5,1.2,3.0,4.4,0.5,1.1,2.0,2.9,0.5,1.1,2.0,4.6
2341,BU02035652,BU02035652,0.0,0.0,0.0,       .,       .,       .,       .,0.9,1.1,3.0,5.8,0.9,0.7,2.0,3.1,0.9,1.0,2.0,5.6
2342,WK020357,WK020357,4.2,8.5,9.4,       .,       .,       .,       .,0.9,1.4,2.0,2.2,1.0,0.7,1.0,1.2,1.0,0.7,1.0,2.0
2343,BU02035780,BU02035780,2.3,8.2,9.8,       .,       .,       .,       .,1.4,0.6,2.0,2.4,1.5,0.3,1.0,1.3,1.5,0.3,1.0,1.9
2344,BU02035781,BU02035781,5.4,8.7,9.1,       .,       .,       .,       .,0.6,1.9,2.0,2.1,0.6,0.9,1.0,1.1,0.6,0.9,1.0,2.0
2345,WK020358,WK020358,0.6,1.5,6.6,       .,       .,       .,       .,2.9,0.0,0.7,4.1,2.6,0.0,0.9,4.4,1.2,0.6,1.7,5.9
2346,BU02035875,BU02035875,0.3,1.6,8.3,       .,       .,       .,       .,3.3,0.0,0.5,4.7,3.1,0.0,0.7,5.0,2.0,0.2,1.5,6.1
2347,BU02035876,BU02035876,1.0,1.4,5.2,       .,       .,       .,       .,2.6,0.0,1.0,4.4,2.1,0.0,1.0,4.9,0.2,1.0,2.0,6.6
2348,BU02035877,BU02035877,1.0,1.2,3.0,       .,       .,       .,       .,2.3,0.0,1.0,1.3,1.8,0.0,1.0,1.6,0.3,1.0,2.0,3.6
2349,WK020359,WK020359,1.3,3.0,5.4,       .,       .,       .,       .,1.1,0.6,1.0,2.5,1.1,0.6,1.0,2.9,1.1,0.6,0.9,2.2
2350,BU02035960,BU02035960,0.8,3.0,5.7,       .,       .,       .,       .,1.6,0.3,0.9,2.8,1.6,0.3,1.0,3.0,1.6,0.3,0.9,2.4
2351,BU02035961,BU02035961,2.0,3.0,5.0,       .,       .,       .,       .,0.3,1.0,1.0,2.0,0.3,1.0,1.0,2.9,0.3,1.0,1.0,2.0
2352,WK020360,WK020360,0.0,1.1,5.9,       .,       .,       .,       .,0.9,0.8,1.3,9.8,0.9,0.8,1.2,7.7,0.8,0.8,2.2,8.7
2353,BU02036070,BU02036070,0.0,1.1,5.7,       .,       .,       .,       .,1.3,0.5,1.5,9.3,1.2,0.6,1.4,7.2,1.0,0.7,2.4,8.4
2354,BU02036071,BU02036071,0.0,1.0,6.2,       .,       .,       .,       .,0.4,1.0,1.1,10.3,0.5,1.0,1.1,8.1,0.5,1.0,2.1,9.1
2355,WK020361,WK020361,0.0,2.1,3.4,       .,       .,       .,       .,1.5,0.2,1.6,3.9,2.8,0.0,1.3,2.9,1.5,0.2,2.3,3.8
2356,BU02036190,BU02036190,0.1,1.1,3.8,       .,       .,       .,       .,1.3,0.4,1.2,5.1,3.1,0.0,0.5,3.9,1.3,0.4,1.5,4.9
2357,BU02036191,BU02036191,0.0,2.9,3.2,       .,       .,       .,       .,1.6,0.0,2.0,3.0,2.5,0.0,1.9,2.1,1.6,0.0,2.9,3.1
2358,WK020362,WK020362,0.8,1.0,3.1,       .,       .,       .,       .,6.3,0.0,0.0,0.0,6.5,0.0,0.0,0.0,6.4,0.0,0.0,0.0
2359,BU02036265,BU02036265,0.6,1.0,3.0,       .,       .,       .,       .,6.6,0.0,0.0,0.0,6.8,0.0,0.0,0.0,6.6,0.0,0.0,0.0
2360,BU02036266,BU02036266,1.0,1.0,3.3,       .,       .,       .,       .,5.9,0.0,0.0,0.0,6.1,0.0,0.0,0.0,6.1,0.0,0.0,0.0
2361,WK020363,WK020363,0.1,2.0,4.7,       .,       .,       .,       .,2.0,0.0,1.0,4.3,1.8,0.0,2.0,2.5,1.8,0.0,2.0,3.6
2362,BU02036395,BU02036395,0.1,2.0,4.7,       .,       .,       .,       .,2.0,0.0,1.0,4.3,1.8,0.0,2.0,2.5,1.8,0.0,2.0,3.6
2363,GM0888,GM0888,5.0,21.4,60.1,       .,       .,       .,       .,0.8,1.1,8.6,21.2,0.7,1.0,6.9,16.3,0.9,0.7,4.4,11.4
2364,WK088800,WK088800,5.6,22.3,63.2,       .,       .,       .,       .,0.8,1.1,8.9,22.0,0.7,0.9,7.1,16.7,0.8,0.7,4.6,11.7
2365,BU08880000,BU08880000,8.8,24.2,63.6,       .,       .,       .,       .,0.9,1.1,8.9,21.7,0.6,1.0,7.4,16.7,0.9,0.5,3.9,11.5
2366,BU08880001,BU08880001,2.3,35.8,64.4,       .,       .,       .,       .,0.7,1.8,11.2,24.1,0.7,0.9,8.4,17.4,0.7,0.9,7.0,12.1
2367,BU08880002,BU08880002,0.0,8.1,61.4,       .,       .,       .,       .,0.7,0.8,7.5,21.3,0.7,0.8,5.6,16.3,0.7,0.8,4.7,12.0
2368,WK088801,WK088801,1.1,14.8,38.2,       .,       .,       .,       .,0.7,1.1,6.1,15.5,0.8,1.2,5.3,13.0,1.1,0.5,2.9,8.9
2369,BU08880100,BU08880100,1.5,17.9,41.4,       .,       .,       .,       .,1.1,0.1,6.8,16.0,1.1,0.1,5.0,13.2,1.7,0.0,2.6,8.7
2370,BU08880101,BU08880101,1.0,13.1,37.6,       .,       .,       .,       .,0.4,1.8,6.4,15.9,0.4,1.9,5.6,13.5,0.4,1.0,3.4,9.5
2371,BU08880102,BU08880102,1.7,15.0,38.5,       .,       .,       .,       .,0.6,2.0,6.0,17.5,0.8,1.9,6.0,14.5,0.8,1.0,2.9,10.5
2372,BU08880103,BU08880103,0.4,16.7,36.1,       .,       .,       .,       .,0.6,0.8,5.4,15.1,0.6,0.8,5.4,12.5,1.8,0.0,2.4,8.5
2373,BU08880109,BU08880109,0.9,15.1,37.2,       .,       .,       .,       .,1.5,0.1,5.2,13.3,1.5,0.1,4.2,11.2,2.2,0.1,2.1,7.2
2374,GM1954,GM1954,2.1,9.9,38.3,       .,       .,       .,       .,0.9,1.1,4.5,15.4,1.0,0.8,3.2,10.1,0.9,0.7,3.1,10.5
2375,WK195400,WK195400,2.8,8.5,29.9,       .,       .,       .,       .,0.7,1.5,4.3,15.1,1.2,0.7,2.0,8.3,0.7,0.8,2.4,10.0
2376,BU19540000,BU19540000,4.2,9.0,26.2,       .,       .,       .,       .,0.6,1.9,3.7,13.6,0.6,1.0,1.6,7.3,0.6,1.0,1.9,8.4
2377,BU19540001,BU19540001,0.2,1.9,13.8,       .,       .,       .,       .,1.6,0.0,1.1,7.1,3.7,0.0,0.0,3.1,1.6,0.0,1.0,4.1
2378,BU19540002,BU19540002,0.8,4.1,30.1,       .,       .,       .,       .,0.5,0.9,3.6,15.5,2.7,0.0,1.0,8.8,0.5,0.9,2.0,9.9
2379,BU19540003,BU19540003,0.9,12.1,48.3,       .,       .,       .,       .,0.7,1.4,8.1,23.2,0.8,0.6,4.4,13.6,0.8,0.7,5.0,17.6
2380,BU19540009,BU19540009,0.4,5.5,15.6,       .,       .,       .,       .,3.0,0.0,2.2,7.2,3.0,0.0,1.1,3.8,3.0,0.0,1.4,4.5
2381,WK195401,WK195401,3.3,10.2,24.1,       .,       .,       .,       .,0.9,1.3,3.7,12.6,1.0,1.3,3.8,9.5,1.0,0.7,2.5,8.2
2382,BU19540100,BU19540100,4.0,9.0,20.6,       .,       .,       .,       .,0.5,1.8,3.0,10.5,0.5,1.8,4.0,8.2,0.6,0.9,2.0,6.5
2383,BU19540101,BU19540101,0.8,7.4,20.6,       .,       .,       .,       .,1.8,0.1,2.3,9.8,1.8,0.1,2.4,9.6,1.8,0.0,1.3,7.2
2384,BU19540102,BU19540102,3.0,10.0,20.3,       .,       .,       .,       .,1.2,0.0,3.0,12.8,1.2,0.0,2.0,9.5,1.2,0.0,1.0,9.6
2385,BU19540103,BU19540103,2.4,16.1,39.1,       .,       .,       .,       .,1.7,0.1,7.3,22.0,2.1,0.1,4.2,14.1,2.0,0.0,4.7,15.2
2386,BU19540104,BU19540104,1.9,20.9,50.6,       .,       .,       .,       .,1.3,0.1,10.2,26.5,1.7,0.0,6.8,16.9,1.5,0.1,8.2,18.7
2387,WK195402,WK195402,0.2,8.3,19.6,       .,       .,       .,       .,0.9,0.7,3.4,9.3,0.8,1.4,4.2,7.5,0.8,0.8,2.3,5.7
2388,BU19540200,BU19540200,0.0,7.9,17.6,       .,       .,       .,       .,0.8,0.8,3.1,8.4,0.7,1.7,4.1,7.0,0.7,0.9,2.1,5.0
2389,BU19540201,BU19540201,0.7,10.1,28.4,       .,       .,       .,       .,1.3,0.1,4.9,13.3,1.3,0.1,4.8,9.9,1.5,0.0,3.2,8.8
2390,WK195403,WK195403,0.9,6.3,74.9,       .,       .,       .,       .,0.8,0.7,1.9,7.2,0.8,0.7,2.1,6.8,0.8,0.7,2.0,6.8
2391,BU19540300,BU19540300,1.1,6.1,77.3,       .,       .,       .,       .,0.7,0.9,1.8,7.3,0.7,0.9,2.1,6.8,0.7,0.9,2.0,6.9
2392,BU19540301,BU19540301,0.0,7.0,42.5,       .,       .,       .,       .,1.6,0.0,2.4,8.4,1.6,0.0,3.2,8.7,1.6,0.0,2.7,6.9
2393,BU19540302,BU19540302,0.0,7.6,77.1,       .,       .,       .,       .,1.6,0.0,2.1,6.1,1.6,0.0,1.1,6.1,1.6,0.0,2.1,6.1
2394,WK195404,WK195404,1.7,5.8,34.6,       .,       .,       .,       .,0.9,0.6,1.7,9.1,0.9,0.6,1.8,7.7,0.9,0.6,1.4,6.7
2395,BU19540400,BU19540400,1.9,5.9,23.8,       .,       .,       .,       .,0.6,0.9,1.7,9.7,0.6,0.9,1.8,8.1,0.6,0.9,1.4,6.8
2396,BU19540401,BU19540401,1.3,5.1,67.4,       .,       .,       .,       .,1.8,0.0,1.1,7.4,1.8,0.0,1.1,6.6,1.8,0.0,1.1,6.3
2397,BU19540402,BU19540402,0.0,9.0,25.2,       .,       .,       .,       .,1.2,0.2,4.5,9.2,1.2,0.2,4.6,8.9,1.2,0.2,2.8,5.8
2398,WK195405,WK195405,1.7,12.3,45.9,       .,       .,       .,       .,0.8,0.8,6.2,21.0,0.9,0.6,4.0,13.9,0.9,0.6,4.2,13.1
2399,BU19540500,BU19540500,3.0,10.8,37.5,       .,       .,       .,       .,0.7,0.9,5.2,19.8,0.7,0.9,3.3,13.4,0.7,0.9,3.3,12.6
2400,BU19540501,BU19540501,0.9,10.6,48.8,       .,       .,       .,       .,0.6,0.9,5.3,18.7,0.6,1.0,3.8,13.2,0.6,0.9,2.8,11.1
2401,BU19540502,BU19540502,1.2,8.5,28.2,       .,       .,       .,       .,0.7,1.0,3.7,16.3,1.3,0.1,2.5,11.1,1.3,0.1,2.8,9.3
2402,BU19540503,BU19540503,1.8,15.6,61.0,       .,       .,       .,       .,1.5,0.0,7.9,23.3,1.5,0.0,5.9,14.6,1.6,0.0,5.9,12.0
2403,BU19540504,BU19540504,1.8,12.1,37.9,       .,       .,       .,       .,1.6,0.0,6.5,18.0,1.6,0.0,3.1,11.5,1.5,0.0,3.5,13.4
